node_id,raw_id,node_type,is_main_video,is_related_only_video,has_label,label,split
104,7603737330705256569,video,yes,no,yes,1,val
105,7603753776276622646,video,yes,no,yes,1,train
106,7603755400656393147,video,yes,no,yes,0,train
107,7603773185716260130,video,yes,no,yes,0,test
108,7603775122772472229,video,yes,no,yes,0,train
109,7603793573145742643,video,yes,no,yes,1,train
110,7603808767205068075,video,yes,no,yes,0,val
111,7603837619394639028,video,yes,no,yes,1,val
112,7603864787012881710,video,yes,no,yes,1,train
113,7603891979139719610,video,yes,no,yes,1,train
114,7603939586112244998,video,yes,no,yes,0,train
115,7603950842764447002,video,yes,no,yes,0,test
116,7603951550888972907,video,yes,no,yes,1,train
117,7603960114824300409,video,yes,no,yes,1,train
118,7603962632123059264,video,yes,no,yes,0,test
119,7603966706201021723,video,yes,no,yes,0,train
120,7603978036769295650,video,yes,no,yes,0,train
121,7603994527816355135,video,yes,no,yes,1,train
122,7604014713420270867,video,yes,no,yes,1,train
123,7604024000348129893,video,yes,no,yes,1,train
124,7604026740457450210,video,yes,no,yes,0,train
125,7604029611425653233,video,yes,no,yes,1,train
126,7604030384984182016,video,yes,no,yes,1,test
127,7604034130250124544,video,yes,no,yes,1,train
128,7604037794855472430,video,yes,no,yes,1,train
129,7604038890642525440,video,yes,no,yes,1,train
130,7604040586265414946,video,yes,no,yes,1,train
131,7604040954676366632,video,yes,no,yes,1,train
132,7604045476991667491,video,yes,no,yes,0,train
133,7604046089524924913,video,yes,no,yes,0,train
134,7604048820174933294,video,yes,no,yes,0,val
135,7604051956532874550,video,yes,no,yes,1,val
136,7604054749255568659,video,yes,no,yes,1,train
137,7604056570150498411,video,yes,no,yes,0,train
138,7604057676993039650,video,yes,no,yes,1,train
139,7604063810458782073,video,yes,no,yes,0,test
140,7604074672300231979,video,yes,no,yes,0,train
141,7604077761469297573,video,yes,no,yes,0,train
142,7604078629597658533,video,yes,no,yes,1,train
143,7604080211956681990,video,yes,no,yes,1,train
144,7604090131200412962,video,yes,no,yes,1,train
145,7604114592243044529,video,yes,no,yes,0,test
146,7604124716625890570,video,yes,no,yes,0,train
147,7604127791285636378,video,yes,no,yes,1,train
148,7604135201773594944,video,yes,no,yes,1,train
149,7604137669597187374,video,yes,no,yes,1,train
150,7604137674009595186,video,yes,no,yes,0,test
151,7604152238784695571,video,yes,no,yes,0,train
152,7604174298995035433,video,yes,no,yes,0,train
153,7604317499274127014,video,yes,no,yes,0,train
154,7604340191856687099,video,yes,no,yes,0,test
155,7604341041562455322,video,yes,no,yes,1,train
156,7604342167151238106,video,yes,no,yes,1,val
157,7604348803650522406,video,yes,no,yes,1,val
158,7604367274186657058,video,yes,no,yes,1,test
159,7604379602140161254,video,yes,no,yes,1,test
160,7604380985584585994,video,yes,no,yes,1,test
161,7604390214110383386,video,yes,no,yes,1,test
162,7604404896028638186,video,yes,no,yes,1,val
163,7604407723140735985,video,yes,no,yes,1,test
164,7604416857461837083,video,yes,no,yes,1,train
165,7604427377451533294,video,yes,no,yes,0,train
166,7604434310531140900,video,yes,no,yes,1,val
167,7604435852509855878,video,yes,no,yes,1,test
168,7604440649315756155,video,yes,no,yes,0,train
169,7604441996056366382,video,yes,no,yes,1,train
170,7604447279004536073,video,yes,no,yes,0,train
171,7604448676124108282,video,yes,no,yes,0,train
172,7604458920309101733,video,yes,no,yes,1,test
173,7604477564245962404,video,yes,no,yes,0,train
174,7604502587320539237,video,yes,no,yes,0,test
175,7604518913342688625,video,yes,no,yes,0,train
176,7604683041507708169,video,yes,no,yes,0,test
177,7604689111810641195,video,yes,no,yes,0,test
178,7604690992516474286,video,yes,no,yes,1,train
179,7604696082626399539,video,yes,no,yes,1,test
180,7604700966990616768,video,yes,no,yes,0,test
181,7604705275565031923,video,yes,no,yes,1,train
182,7604709484639948032,video,yes,no,yes,1,train
183,7604714453602422022,video,yes,no,yes,1,val
184,7604714703704689983,video,yes,no,yes,1,train
185,7604715465789240955,video,yes,no,yes,1,train
186,7604717643710401842,video,yes,no,yes,0,val
187,7604742543871347994,video,yes,no,yes,1,train
188,7604757220122774799,video,yes,no,yes,0,train
189,7604758929083801434,video,yes,no,yes,1,train
190,7604761450908765503,video,yes,no,yes,0,train
191,7604767230370352434,video,yes,no,yes,1,test
192,7604770989410372914,video,yes,no,yes,1,val
193,7604773826357972266,video,yes,no,yes,0,train
194,7604779943569984806,video,yes,no,yes,1,val
195,7604780846096108810,video,yes,no,yes,0,val
196,7604784282208423183,video,yes,no,yes,0,train
197,7604784330254093568,video,yes,no,yes,0,train
198,7604787367005719858,video,yes,no,yes,1,train
199,7604790593214041354,video,yes,no,yes,1,test
200,7604792373616332067,video,yes,no,yes,1,train
201,7604793145407602598,video,yes,no,yes,1,train
202,7604793666514767119,video,yes,no,yes,0,train
203,7604796240710682021,video,yes,no,yes,1,train
204,7604799410305286650,video,yes,no,yes,0,val
205,7604799847492881674,video,yes,no,yes,1,val
206,7604803171110757339,video,yes,no,yes,1,train
207,7604810466707262783,video,yes,no,yes,0,val
208,7604811588068310129,video,yes,no,yes,1,train
209,7604815184556789044,video,yes,no,yes,1,train
210,7604817876642617850,video,yes,no,yes,1,train
211,7604819288226139426,video,yes,no,yes,1,val
212,7604820811354759526,video,yes,no,yes,0,train
213,7604821651553427557,video,yes,no,yes,0,val
214,7604821850169904418,video,yes,no,yes,1,train
215,7604829537238551860,video,yes,no,yes,0,val
216,7604833555604065570,video,yes,no,yes,0,train
217,7604835015356173620,video,yes,no,yes,1,train
218,7604835214270958875,video,yes,no,yes,1,train
219,7604852939303793003,video,yes,no,yes,1,train
220,7604856005398236468,video,yes,no,yes,0,train
221,7604858929071490153,video,yes,no,yes,0,val
222,7604859830657895706,video,yes,no,yes,1,train
223,7604863321012364195,video,yes,no,yes,0,test
224,7604872935458835758,video,yes,no,yes,0,test
225,7604880795479877349,video,yes,no,yes,0,train
226,7604882883202927899,video,yes,no,yes,1,val
227,7604885085570406473,video,yes,no,yes,1,train
228,7604887425696959807,video,yes,no,yes,0,val
229,7604888001172344064,video,yes,no,yes,0,train
230,7604890481492041192,video,yes,no,yes,1,val
231,7604970219076979977,video,yes,no,yes,1,val
232,7605057565919218041,video,yes,no,yes,1,train
233,7605076911856832625,video,yes,no,yes,1,train
234,7605077051481148735,video,yes,no,yes,0,train
235,7605078447808285041,video,yes,no,yes,0,test
236,7605083290021678376,video,yes,no,yes,1,train
237,7605084999448761265,video,yes,no,yes,0,train
238,7605090106180996358,video,yes,no,yes,1,train
239,7605099148534189321,video,yes,no,yes,0,val
240,7605117328174501139,video,yes,no,yes,0,train
241,7605130050542832947,video,yes,no,yes,1,train
242,7605130058524609818,video,yes,no,yes,1,train
243,7605132619512139048,video,yes,no,yes,1,train
244,7605138865829851200,video,yes,no,yes,1,train
245,7605149399638969636,video,yes,no,yes,1,test
246,7605154583966420243,video,yes,no,yes,1,test
247,7605157782739897638,video,yes,no,yes,0,test
248,7605158000101182756,video,yes,no,yes,1,train
249,7605160714780593449,video,yes,no,yes,1,train
250,7605164823495724330,video,yes,no,yes,0,val
251,7605170245396864232,video,yes,no,yes,1,train
252,7605173930139077938,video,yes,no,yes,0,test
253,7605176499457732736,video,yes,no,yes,1,train
254,7605177000685447153,video,yes,no,yes,1,train
255,7605181021159558419,video,yes,no,yes,0,train
256,7605185260209846138,video,yes,no,yes,1,train
257,7605187692435807370,video,yes,no,yes,1,train
258,7605192237844122918,video,yes,no,yes,0,val
259,7605194095530741044,video,yes,no,yes,1,train
260,7605200301079055525,video,yes,no,yes,1,train
261,7605212850579998201,video,yes,no,yes,1,train
262,7605214796832787738,video,yes,no,yes,0,val
263,7605218796038638886,video,yes,no,yes,0,train
264,7605235161080319258,video,yes,no,yes,1,train
265,7605239821782633774,video,yes,no,yes,1,train
266,7605246076626521385,video,yes,no,yes,0,train
267,7605247823310834982,video,yes,no,yes,1,train
268,7605259543337061684,video,yes,no,yes,0,train
269,7605268571102721275,video,yes,no,yes,1,train
270,7605294820663381497,video,yes,no,yes,0,val
271,7605300919302933769,video,yes,no,yes,1,train
272,7605305458317061236,video,yes,no,yes,1,val
273,7605309309672508722,video,yes,no,yes,1,train
274,7605333789232876826,video,yes,no,yes,1,train
275,7605374785064946995,video,yes,no,yes,0,train
276,7605384723913544803,video,yes,no,yes,0,train
277,7605426394411373989,video,yes,no,yes,1,val
278,7605440470504874161,video,yes,no,yes,0,train
279,7605448696087889657,video,yes,no,yes,0,val
280,7605451404043373878,video,yes,no,yes,0,test
281,7605453761003212042,video,yes,no,yes,1,val
282,7605460172823072019,video,yes,no,yes,0,train
283,7605474182641536290,video,yes,no,yes,1,train
284,7605477165496797681,video,yes,no,yes,1,test
285,7605477912359357705,video,yes,no,yes,0,train
286,7605478430457353585,video,yes,no,yes,1,val
287,7605481837024054566,video,yes,no,yes,0,train
288,7605490387235495857,video,yes,no,yes,1,train
289,7605501208069798863,video,yes,no,yes,1,train
290,7605502088684096794,video,yes,no,yes,0,test
291,7605503304650476863,video,yes,no,yes,1,train
292,7605521309665168703,video,yes,no,yes,1,train
293,7605526649652728561,video,yes,no,yes,1,train
294,7605527486759226670,video,yes,no,yes,0,test
295,7605530403600835561,video,yes,no,yes,1,train
296,7605537545136475444,video,yes,no,yes,0,test
297,7605541782989901092,video,yes,no,yes,0,test
298,7605550132192974501,video,yes,no,yes,1,train
299,7605557499852279040,video,yes,no,yes,1,train
300,7605557909119847690,video,yes,no,yes,1,train
301,7605581604237327714,video,yes,no,yes,0,val
302,7605587550506062715,video,yes,no,yes,0,test
303,7605589546096528640,video,yes,no,yes,1,train
304,7605592145314991375,video,yes,no,yes,1,train
305,7605598509676632433,video,yes,no,yes,1,train
306,7605599389457260017,video,yes,no,yes,1,train
307,7605620231252581873,video,yes,no,yes,0,test
308,7605620865430951867,video,yes,no,yes,0,train
309,7605623331803621233,video,yes,no,yes,1,train
310,7605624352293534821,video,yes,no,yes,0,train
311,7605626172835237129,video,yes,no,yes,1,train
312,7605641585342947283,video,yes,no,yes,1,val
313,7605661521717406900,video,yes,no,yes,0,train
314,7605689528309914537,video,yes,no,yes,0,train
315,7605706548916014374,video,yes,no,yes,1,train
316,7605752433431563520,video,yes,no,yes,1,val
317,7605772426667953435,video,yes,no,yes,0,train
318,7605776314468994355,video,yes,no,yes,0,val
319,7605789748233309467,video,yes,no,yes,0,train
320,7605800817559391531,video,yes,no,yes,1,train
321,7605804629427029745,video,yes,no,yes,0,test
322,7605815719078407601,video,yes,no,yes,1,train
323,7605818052336209167,video,yes,no,yes,1,train
324,7605828330876701987,video,yes,no,yes,0,train
325,7605836157187870003,video,yes,no,yes,0,train
326,7605855559791552954,video,yes,no,yes,0,train
327,7605856631003335963,video,yes,no,yes,0,train
328,7605869100422717561,video,yes,no,yes,0,train
329,7605871935414717731,video,yes,no,yes,0,train
330,7605888129202965803,video,yes,no,yes,1,train
331,7605897698939505974,video,yes,no,yes,1,train
332,7605898178700856618,video,yes,no,yes,1,train
333,7605903511544674139,video,yes,no,yes,1,train
334,7605903654689041594,video,yes,no,yes,1,test
335,7605905462193556770,video,yes,no,yes,1,train
336,7605909486405979398,video,yes,no,yes,0,train
337,7605910396138927089,video,yes,no,yes,1,train
338,7605910541261539497,video,yes,no,yes,1,train
339,7605912375123840306,video,yes,no,yes,1,val
340,7605918627308555526,video,yes,no,yes,1,train
341,7605919134269984051,video,yes,no,yes,0,train
342,7605927072259982075,video,yes,no,yes,1,train
343,7605929292572282163,video,yes,no,yes,1,train
344,7605930056317209908,video,yes,no,yes,0,train
345,7605932170264602489,video,yes,no,yes,1,train
346,7605932417567788338,video,yes,no,yes,1,train
347,7605934698338045220,video,yes,no,yes,0,train
348,7605934861299931514,video,yes,no,yes,1,test
349,7605934998461484328,video,yes,no,yes,1,train
350,7605938674362423793,video,yes,no,yes,0,train
351,7605939191305817371,video,yes,no,yes,1,train
352,7605941529463655278,video,yes,no,yes,1,train
353,7605946126495502830,video,yes,no,yes,1,train
354,7605952357863673097,video,yes,no,yes,0,train
355,7605957861881069285,video,yes,no,yes,0,train
356,7605961087145757958,video,yes,no,yes,0,train
357,7605971905669041435,video,yes,no,yes,0,train
358,7605989814269201664,video,yes,no,yes,0,val
359,7605992063615683886,video,yes,no,yes,0,test
360,7605992560377654254,video,yes,no,yes,1,train
361,7605993035348969585,video,yes,no,yes,1,test
362,7605995535341849883,video,yes,no,yes,1,train
363,7606024474709822772,video,yes,no,yes,1,train
364,7606024896863626929,video,yes,no,yes,1,test
365,7606142218274259624,video,yes,no,yes,0,train
366,7606151692518267307,video,yes,no,yes,1,train
367,7606178185500855567,video,yes,no,yes,1,train
368,7606204435873778954,video,yes,no,yes,0,train
369,7606216391733120296,video,yes,no,yes,1,test
370,7606231547636731145,video,yes,no,yes,0,test
371,7606232664923786559,video,yes,no,yes,1,val
372,7606239429388193024,video,yes,no,yes,0,train
373,7606243602649353535,video,yes,no,yes,1,val
374,7606245512638991659,video,yes,no,yes,1,train
375,7606259601511599396,video,yes,no,yes,1,train
376,7606260213338950921,video,yes,no,yes,0,test
377,7606262029439028506,video,yes,no,yes,1,train
378,7606264908308663571,video,yes,no,yes,1,train
379,7606266365179202825,video,yes,no,yes,1,train
380,7606272312576843633,video,yes,no,yes,0,train
381,7606273341577934002,video,yes,no,yes,1,train
382,7606275398392925455,video,yes,no,yes,0,val
383,7606276449649118464,video,yes,no,yes,0,train
384,7606278219394155643,video,yes,no,yes,1,train
385,7606283140419554602,video,yes,no,yes,1,train
386,7606283356012041125,video,yes,no,yes,0,train
387,7606284279789653257,video,yes,no,yes,1,train
388,7606284369635839258,video,yes,no,yes,1,train
389,7606287877814775022,video,yes,no,yes,0,test
390,7606289230674925733,video,yes,no,yes,1,test
391,7606289522289292005,video,yes,no,yes,1,test
392,7606289987432172815,video,yes,no,yes,1,train
393,7606290231008520098,video,yes,no,yes,0,train
394,7606290589100920090,video,yes,no,yes,1,train
395,7606290916114793449,video,yes,no,yes,1,train
396,7606291703188594286,video,yes,no,yes,0,train
397,7606295612183801777,video,yes,no,yes,0,test
398,7606295999501454655,video,yes,no,yes,0,val
399,7606296568925706747,video,yes,no,yes,0,train
400,7606298759294618932,video,yes,no,yes,0,train
401,7606298993580150059,video,yes,no,yes,1,train
402,7606302066796956980,video,yes,no,yes,1,train
403,7606302699990028258,video,yes,no,yes,1,train
404,7606304713675459867,video,yes,no,yes,0,train
405,7606305760600159898,video,yes,no,yes,0,test
406,7606319700070452543,video,yes,no,yes,0,val
407,7606323278772276518,video,yes,no,yes,1,test
408,7606324620236442889,video,yes,no,yes,0,train
409,7606330210171521785,video,yes,no,yes,1,train
410,7606331367487589673,video,yes,no,yes,0,train
411,7606339079990529290,video,yes,no,yes,0,train
412,7606343085446024463,video,yes,no,yes,0,val
413,7606343809152077090,video,yes,no,yes,0,train
414,7606346439869992242,video,yes,no,yes,0,train
415,7606354630133419315,video,yes,no,yes,0,train
416,7606356699700662501,video,yes,no,yes,0,train
417,7606358590584829425,video,yes,no,yes,0,train
418,7606362081482280243,video,yes,no,yes,0,train
419,7606380479705178852,video,yes,no,yes,1,train
420,7606388565810974015,video,yes,no,yes,0,train
421,7606399079538593034,video,yes,no,yes,0,train
422,7606407139141127470,video,yes,no,yes,0,train
423,7606414751400234266,video,yes,no,yes,0,train
424,7606527719412698422,video,yes,no,yes,1,train
425,7606532990256172315,video,yes,no,yes,0,train
426,7606542755296185651,video,yes,no,yes,1,val
427,7606548278003404066,video,yes,no,yes,1,train
428,7606566218174057737,video,yes,no,yes,0,train
429,7606572153726713434,video,yes,no,yes,1,train
430,7606572971809366863,video,yes,no,yes,0,train
431,7606574680212235621,video,yes,no,yes,0,train
432,7606577827001621093,video,yes,no,yes,1,val
433,7606585288500403042,video,yes,no,yes,1,train
434,7606587500164910386,video,yes,no,yes,1,train
435,7606600144997420323,video,yes,no,yes,1,val
436,7606616063899454726,video,yes,no,yes,0,train
437,7606636273608019240,video,yes,no,yes,0,train
438,7606637367701078641,video,yes,no,yes,0,test
439,7606639650555948731,video,yes,no,yes,1,train
440,7606640466682989834,video,yes,no,yes,1,train
441,7606645868350950692,video,yes,no,yes,0,val
442,7606646667698210681,video,yes,no,yes,1,train
443,7606646800858657777,video,yes,no,yes,1,test
444,7606648180420382308,video,yes,no,yes,0,train
445,7606649370737466441,video,yes,no,yes,1,train
446,7606649988541730111,video,yes,no,yes,0,val
447,7606650530508590387,video,yes,no,yes,0,train
448,7606654055909297458,video,yes,no,yes,0,train
449,7606654354942151990,video,yes,no,yes,1,train
450,7606656344929733951,video,yes,no,yes,1,test
451,7606657996835913188,video,yes,no,yes,0,train
452,7606658886971955577,video,yes,no,yes,0,test
453,7606661884867071241,video,yes,no,yes,0,val
454,7606666821290249515,video,yes,no,yes,1,train
455,7606668586329053029,video,yes,no,yes,1,test
456,7606670021040885018,video,yes,no,yes,1,test
457,7606673486957858090,video,yes,no,yes,0,train
458,7606674063105667178,video,yes,no,yes,1,train
459,7606680161619363705,video,yes,no,yes,1,test
460,7606684936633057919,video,yes,no,yes,0,val
461,7606690470764268800,video,yes,no,yes,1,train
462,7606690770556423474,video,yes,no,yes,1,train
463,7606693314511860660,video,yes,no,yes,1,val
464,7606695502188383498,video,yes,no,yes,0,test
465,7606728250346260342,video,yes,no,yes,1,val
466,7606738266532971685,video,yes,no,yes,1,train
467,7606756961153027328,video,yes,no,yes,0,train
468,7606758988792876331,video,yes,no,yes,0,train
469,7606791079057693818,video,yes,no,yes,1,train
470,7606853655270116644,video,yes,no,yes,1,val
471,7606862832822439211,video,yes,no,yes,1,train
472,7606888341694507124,video,yes,no,yes,0,test
473,7606888429342805275,video,yes,no,yes,1,train
474,7606904934738562358,video,yes,no,yes,0,train
475,7606908555061773922,video,yes,no,yes,1,train
476,7606910621250158523,video,yes,no,yes,0,train
477,7606919255669361971,video,yes,no,yes,1,train
478,7606937294477511946,video,yes,no,yes,0,train
479,7606960340119007089,video,yes,no,yes,0,train
480,7606985473008979254,video,yes,no,yes,1,train
481,7606988452952837385,video,yes,no,yes,0,train
482,7606989723680247066,video,yes,no,yes,1,train
483,7607009329589780857,video,yes,no,yes,1,train
484,7607010462454107442,video,yes,no,yes,1,train
485,7607014981187554575,video,yes,no,yes,1,train
486,7607024306920475942,video,yes,no,yes,0,train
487,7607025316766272819,video,yes,no,yes,0,train
488,7607050425765760297,video,yes,no,yes,1,val
489,7607052018280549254,video,yes,no,yes,0,train
490,7607053552271297826,video,yes,no,yes,0,train
491,7607055437799771401,video,yes,no,yes,0,val
492,7607055556070690083,video,yes,no,yes,1,test
493,7607055561746476923,video,yes,no,yes,0,train
494,7607059319472835846,video,yes,no,yes,0,test
495,7607059382672690467,video,yes,no,yes,1,train
496,7607059805152262976,video,yes,no,yes,0,test
497,7607062887407914278,video,yes,no,yes,0,train
498,7607064812492688655,video,yes,no,yes,0,test
499,7607069161327512847,video,yes,no,yes,0,train
500,7607073020498460517,video,yes,no,yes,0,train
501,7607076791609541236,video,yes,no,yes,0,test
502,7607084476295859492,video,yes,no,yes,1,train
503,7607087967051517199,video,yes,no,yes,0,train
504,7607089649906948593,video,yes,no,yes,0,train
505,7607102467590917419,video,yes,no,yes,1,test
506,7607120051346410786,video,yes,no,yes,1,train
507,7607128650294594856,video,yes,no,yes,1,train
508,7607134026389867814,video,yes,no,yes,0,train
509,7607136030566714659,video,yes,no,yes,0,train
510,7607144227364965674,video,yes,no,yes,0,train
511,7607172140437097764,video,yes,no,yes,1,train
512,7607180781983732425,video,yes,no,yes,1,train
513,7607232277738818862,video,yes,no,yes,1,test
514,7607235110291718885,video,yes,no,yes,0,train
515,7607246762680469221,video,yes,no,yes,1,train
516,7607314487176275377,video,yes,no,yes,0,train
517,7607323978294904680,video,yes,no,yes,1,test
518,7607335254320405745,video,yes,no,yes,0,train
519,7607345384344848241,video,yes,no,yes,0,test
520,7607366571448137710,video,yes,no,yes,1,train
521,7607372948768623514,video,yes,no,yes,0,train
522,7607373851324642762,video,yes,no,yes,0,train
523,7607379481963007268,video,yes,no,yes,0,train
524,7607380840657538358,video,yes,no,yes,1,train
525,7607383481127030016,video,yes,no,yes,0,train
526,7607385954109623578,video,yes,no,yes,0,train
527,7607388569644141843,video,yes,no,yes,0,train
528,7607389804414088114,video,yes,no,yes,1,train
529,7607394861045876410,video,yes,no,yes,0,train
530,7607401706338403529,video,yes,no,yes,1,train
531,7607404499456002914,video,yes,no,yes,1,test
532,7607409480846086326,video,yes,no,yes,0,test
533,7607414588090436873,video,yes,no,yes,1,train
534,7607415966037966299,video,yes,no,yes,0,train
535,7607416748622613812,video,yes,no,yes,0,train
536,7607424359539976586,video,yes,no,yes,0,val
537,7607435691080879386,video,yes,no,yes,1,train
538,7607437626601180425,video,yes,no,yes,0,train
539,7607440945180691764,video,yes,no,yes,1,test
540,7607445084376753587,video,yes,no,yes,0,val
541,7607455701912358163,video,yes,no,yes,1,train
542,7607469536342903622,video,yes,no,yes,1,train
543,7607480082923261226,video,yes,no,yes,1,test
544,7607486088327777571,video,yes,no,yes,1,val
545,7607520661585661230,video,yes,no,yes,1,test
546,7607601909549026600,video,yes,no,yes,1,train
547,7607668528891677995,video,yes,no,yes,0,val
548,7607668915158721657,video,yes,no,yes,0,val
549,7607672638223236529,video,yes,no,yes,1,train
550,7607692253804839284,video,yes,no,yes,0,train
551,7607699287614622372,video,yes,no,yes,1,train
552,7607711219013194175,video,yes,no,yes,1,val
553,7607726283342105896,video,yes,no,yes,0,test
554,7607732449753222450,video,yes,no,yes,0,train
555,7607742080462425395,video,yes,no,yes,1,train
556,7607748177952918819,video,yes,no,yes,0,test
557,7607766821898292490,video,yes,no,yes,0,train
558,7607801625654136116,video,yes,no,yes,1,val
559,7607803372799905064,video,yes,no,yes,1,train
560,7607810340427975972,video,yes,no,yes,0,test
561,7607810462327131443,video,yes,no,yes,0,test
562,7607812323348139305,video,yes,no,yes,0,train
563,7607819774106611323,video,yes,no,yes,0,val
564,7607828877499714277,video,yes,no,yes,1,val
565,7607858944899435816,video,yes,no,yes,0,test
566,7607863577131578020,video,yes,no,yes,1,train
567,7607884317389811947,video,yes,no,yes,1,train
568,7607965474080558378,video,yes,no,yes,1,train
569,7608010032399027492,video,yes,no,yes,1,train
570,7608019175772048649,video,yes,no,yes,1,train
571,7608026438750489892,video,yes,no,yes,0,val
572,7608088138846717873,video,yes,no,yes,1,train
573,7608093659036175667,video,yes,no,yes,1,val
574,7608097202153475328,video,yes,no,yes,1,test
575,7608126852103753000,video,yes,no,yes,1,val
576,7608127467353591103,video,yes,no,yes,1,train
577,7608130340364057171,video,yes,no,yes,1,test
578,7608136711474782649,video,yes,no,yes,1,test
579,7608143203951415973,video,yes,no,yes,0,train
