author_id,author_user_id,sec_uid,unique_id,short_id,nickname,signature,follower_count,total_favorited,favoriting_count,following_count,verification_type,custom_verify,enterprise_verify_reason,avatar_thumb_url_list,cover_url_list,author_status,author_secret,author_prevent_download,crawl_time
7597737761702331441,7597737761702331441,MS4wLjABAAAAz4LkiSOUAJypc_DOi5FTES023r2,u8kh6bam,,漫鸽咕咕,"挑战动漫人物全收集
走进一百个角色的内心世界",1172,44172,-1,-1,1,,,[],[],1,0,False,2026-04-27 15:06:32.656854
4330305111468175,4330305111468175,MS4wLjABAAAAxPpuQqGMYM9wHef_RaIiPhWpXcE,6d9qdhih,,番剧解语花,"😏不定期上线｜ 不只是解说，更是梗的发源地
📺每日 18 点更新，名场面背后的冷知识全扒透
❌拒绝无聊解析，用搞笑视角解锁动漫新打开方式",35535,314779,-1,-1,1,,,[],[],1,0,False,2026-04-27 15:06:42.052120
3525448837659146,3525448837659146,MS4wLjABAAAA-imSpE8DYC63AKPoUCmra0tfFb9,7p68en34,,凶猛的清余,"关注我 看更多假发沉浸式教程！
聪明的宝宝知道在🧵🌧️找我  不🥬
问价在@忧郁的清余 
也可➕q：3657410393
🈲二次转载  同款商品在➗🪟
发的教程不太适合新手 比较适用于有一定基础的
修的假发全是按照自己的思路和理解来讲解给大家的 如果你不喜欢可以评论 没必要划走
别在我视频下面接毛或者提别的毛娘 会删评
不喜欢的评论会删 不咋看私信 不接受任何评价
你偷我视频那我只能默默走开 并且你替我挡灾
恋人：@银七七七",129481,2587629,-1,-1,1,,,[],[],1,0,False,2026-04-27 15:06:52.655516
731605969685483,731605969685483,MS4wLjABAAAACURFAx5rqEpMAzafCaJ6dGVx4DU,any1lft0,,萌苒派对,一个朴实无华的美食复刻博主,1791,25222,-1,-1,1,,,[],[],1,0,False,2026-04-27 15:07:02.753111
64637072394,64637072394,MS4wLjABAAAAMFb1F6iqlNmeuAS8EouDm63qxv4,gn4yiphf,,异常收录档案,不收徒，素材已申请专利，发现私用直接举报律师函,2188496,21060165,-1,-1,1,,,[],[],1,0,False,2026-04-27 15:07:13.373333
993562960605839,993562960605839,MS4wLjABAAAAIzB6sfJzmLSqckQ2Z5K82MHLquh,tjtena22,,玉林阿婆,真实农村，美食传承，田园生活，发扬传统 。（周更）,413287,580097,-1,-1,1,,,[],[],1,0,False,2026-04-27 15:07:22.385289
599660525782585,599660525782585,MS4wLjABAAAAGxEE7cSCeIG795a87-zOip1EBVI,eg2gqfp9,,看漫小熊,"想做每天都能看漫的小熊
商务：chenha626（备注品牌）",71833,3661120,-1,-1,1,,,[],[],1,0,False,2026-04-27 15:07:42.802850
71743945053,71743945053,MS4wLjABAAAADELJuzU46Z_f6Bj_V-IEJalIq89,vjk607cg,,于不易,"🐱：招财（橘猫妹妹）
🐱：依依（拿破仑弟弟）
寻找全国100个宠物友好目的地
想要带着两只喵，去看看这个世界！
yhzdaodao（合作请注明来意）",747711,3775803,-1,-1,1,,,[],[],1,0,False,2026-04-27 15:07:50.364153
3087896753472157,3087896753472157,MS4wLjABAAAAe3-Gp6ScFeR5zaaB8nzLTatMEPQ,fdvifzjt,,咸鱼梦想家vlog,"一条有梦想的咸鱼，热爱生活！
在这里记录和分享自己的日常生活
本人仅此一个抖音号，没有小号，谨防上当受骗",5603527,57717633,-1,-1,1,,,[],[],1,0,False,2026-04-27 15:07:57.016408
2561178482012730,2561178482012730,MS4wLjABAAAAwfCPGYOGrj9lV1Yrbx9f0Fu744B,eai2yn1a,,动漫城邦,"一个追番12年的普通人👺
梦想是让大家更加热爱动漫👹👹",22488,831453,-1,-1,1,,,[],[],1,0,False,2026-04-27 15:08:06.412546
1174708630333469,1174708630333469,MS4wLjABAAAAJokwXX-RWqJ8gU1kpbLVsXkQN2u,y315m66c,,户外探索者,"✨野外露营，雨中露营随机更新。
🌙希望大家每天都能睡个好觉。
✨每天都下雨，是因为全是下雨天拍摄，发的库存 ，绝对真实刺激
✨点个关注不迷路，感谢",47152,322980,-1,-1,1,,,[],[],1,0,False,2026-04-27 15:08:13.955195
1113146619342252,1113146619342252,MS4wLjABAAAA-sPC0JxOs3l8sVMTHFQ4U4_l_gV,00fjis36,,雨忆的小迷弟,可曾听闻炸裂的传说,44869,1537724,-1,-1,1,,,[],[],1,0,False,2026-04-27 15:08:26.859788
60483127446,60483127446,MS4wLjABAAAA9AhgI1tytGHpxL2panISV9Gltg6,wwkb0992,,杨二二 #,"告别原片注水
专注解读精华
不做原片的复读机
只做您的影读人",1374883,22467072,-1,-1,1,,,[],[],1,0,False,2026-04-27 15:08:31.503859
71122359724,71122359724,MS4wLjABAAAA-8USw63n70vjJfgptrCz0fjI8oH,c61mbe35,,小六呀,,1751097,23784517,-1,-1,1,,,[],[],1,0,False,2026-04-27 15:08:36.990633
4214869907237674,4214869907237674,MS4wLjABAAAAFmKg8mGcEyOqXrV0leaRqD7a9Q5,dr1dipk0,,诌诌观影日记,"涉猎极其广啥啥都爱看一点
从这个月开始我将尝试日更
合+🛰：wg78951",13969,583078,-1,-1,1,,,[],[],1,0,False,2026-04-27 15:08:39.101759
51006864113548,51006864113548,MS4wLjABAAAAGv6tflgxXurx-VuC0fvUBjCEmFn,bbbozx38,,方块丶,"开心最重要 
仓库：@三角洲西西西商行 
双子星：@贪吃的杜 
偶像：@方块块",520711,9630706,-1,-1,1,,,[],[],1,0,False,2026-04-27 15:08:41.938636
2499623379545772,2499623379545772,MS4wLjABAAAAKehWgLkL-_CZuI9RrtYmam_7IdY,h07161zh,,听雨探影,"👤99个你关注的人关注了Ta
睡前温馨小故事
真人配音  已签独家
不恐怖的不讲
专治失眠多梦……",192296,3839432,-1,-1,1,,,[],[],1,0,False,2026-04-27 15:08:49.841221
2001555386803502,2001555386803502,MS4wLjABAAAAsRB-LD_eatA-91ObRhTQr8inSac,qh2az5lg,,虾侃解说,"享受生活享受当下
每天为你分享快乐！
带你体验不一样的生活乐趣",891736,5157853,-1,-1,1,,,[],[],1,0,False,2026-04-27 15:08:58.503082
100443192109,100443192109,MS4wLjABAAAAYANfqDMHhiGsl1ZWjj9PEenKm0s,ulzb03ob,,李重天.,"🏍️:zx-4rr
📷:大疆action5 Pro
👩‍❤️‍👨:@K",598,6032,-1,-1,1,,,[],[],1,0,False,2026-04-27 15:09:14.033084
2608478173538542,2608478173538542,MS4wLjABAAAAnt6EieXQxWXgb7iiWhySNlbD_tz,xrxb2z7j,,阿悦的悦,"全网最温柔的解说，专注重温老港片！
每天中午更新，没更就是写稿去了！",225976,2694618,-1,-1,1,,,[],[],1,0,False,2026-04-27 15:09:23.796308
1857503537928768,1857503537928768,MS4wLjABAAAAlu4sbrsPPgnY248cQLZpHg3y2pv,27kx33i8,,晚安白面具,商务合作+V:wg78951,20719,965046,-1,-1,1,,,[],[],1,0,False,2026-04-27 15:09:31.671785
7515758847228675130,7515758847228675130,MS4wLjABAAAAZ3W2svwF2SH3QdSB0LRPJ5QfNo3,8i82llta,,江南大魔王,"大号:@江南游戏达人
兄弟:@张道长 
商务联系方式：cw17759105089
🛰: a1628192805(👇先看下面再加👇）
⭐️不卖号⭐️不入驻任何平台⭐️广告只做一口价",615233,2652778,-1,-1,1,,,[],[],1,0,False,2026-04-27 15:09:36.588829
2694254131163224,2694254131163224,MS4wLjABAAAAZXVRasYnYLhngg4XYBe-Kdo9ztf,l1ztuy3h,,人间记录,"关注人间记录
记录人间故事",292491,3598105,-1,-1,1,,,[],[],1,0,False,2026-04-27 15:09:43.169531
1482589988992014,1482589988992014,MS4wLjABAAAAAHVXn3b1RN6W8jak4FBPxCU4gUS,qn75zhpj,,李哥我饿了,"爱吃饭，更爱和朋友们一起吃饭。
好好吃饭就是好好生活
合作私信",4628749,93025519,-1,-1,1,,,[],[],1,0,False,2026-04-27 15:10:03.894511
59618628613,59618628613,MS4wLjABAAAAnQ1KjWBpT4RMrH8pU4c_Wwsx8EB,ccdwbocu,,翔翔大作战,"小翔哥回归啦！
日常小号@拜托了小翔哥
合作🛰️：yx-030106/Junyi2703",7013630,90715902,-1,-1,1,,,[],[],1,0,False,2026-04-27 15:10:25.561536
4239331869079003,4239331869079003,MS4wLjABAAAAdlpa0fqzKCO4IYv9wXjTf0gWdmL,5sh459wk,,哆腾,"快乐干饭人 互联网吃货😋
如果你馋了 就来看我吃肉吧🤗
商务:duoteng666",2063695,39835173,-1,-1,1,,,[],[],1,0,False,2026-04-27 15:10:35.827864
3611229244630589,3611229244630589,MS4wLjABAAAAXJ_Nct_NUWr2UNe3FUN0WDiw7gA,6aod6lwv,,额头太郎,"为鬼灭心动的N个瞬间，同好速来，一起唠个不停！
接投稿，招线上文案，剪辑
商务✨:Mhsw0745",39792,1244428,-1,-1,1,,,[],[],1,0,False,2026-04-27 15:10:46.536612
74324802337,74324802337,MS4wLjABAAAAZaCPmHXFmYZEsyllC3UkwkLkdHY,xsnh5znc,,猫猫桃,"🙋‍♀️ESFJ｜做攻略很J+玩起来很P
✅小众目的地｜热门点错峰玩法
📝试着讲好旅行中的故事给你听
🚗小城攻略：23/99｜🌸收藏花开：56/99
🏮民俗盲盒：03/99",2783,23935,-1,-1,1,,,[],[],1,0,False,2026-04-27 15:10:51.524900
509795900595245,509795900595245,MS4wLjABAAAAkHc1BKC0nt_eld-r1tsNX5U4-I1,z8h7f6ku,,奇奇电影,"学习：QiQiMovies123456
商务：XiaoWenMovies
看过万部电影，分享经典神作
已签约抖音独家，搬运必究
真人配音，请勿克隆，不然必究",5788093,53751812,-1,-1,1,,,[],[],1,0,False,2026-04-27 15:10:53.784309
106853351580,106853351580,MS4wLjABAAAA4PPFsfsGwftjWD1ZSzA1w4_lTGe,yr5v5i8z,,山猫大王,"招高水平代剪文案 
能做沙盘有战争电影解说经验的请联系我",937431,22784120,-1,-1,1,,,[],[],1,0,False,2026-04-27 15:10:56.260932
2836366859970795,2836366859970795,MS4wLjABAAAA1Rm4qmAA-bGD0m9AtJAN4b0OFVe,wmiu2iyb,,无影解说,,831840,13470622,-1,-1,1,,,[],[],1,0,False,2026-04-27 15:11:05.249991
7869942119,7869942119,MS4wLjABAAAAg4JujJkLNwmRJ89zmUSpgU2iDg7,7jiyi70h,,毒角SHOW,"🇨🇳 中国自媒体OG / 海外街头整活第一人
⏳ 10年只做一件事——把最酷的中国文化和产品带向世界
🚀 国产品牌海外街头采访 / 🌐全球大事件现场VLOG
商务合作+v：ohyeohh
售后问题联系:@毒角SHOW小助理",25563179,468615694,-1,-1,2,,,[],[],1,0,False,2026-04-27 15:11:23.702024
59179341517,59179341517,MS4wLjABAAAAVmD8pAQMw0cYq3I_SxBjh34c_qf,3mqkc3br,,佛昂方,国漫杂谈🐄动漫解说🍺童年回忆🍺深度解析  你说我剪，欢迎各位彦祖投稿。,13768,534270,-1,-1,1,,,[],[],1,0,False,2026-04-27 15:11:33.748366
73619174464,73619174464,MS4wLjABAAAA-8Vv7h9bohETwgMwWSEJXmHSZ3D,jaoa5txs,,大宝和柚柚,"一个好（hào）吃的英区留子
土菜爱好者
白人饭野生测评家
只分享 不推荐 理性种草",71905,1053037,-1,-1,1,,,[],[],1,0,False,2026-04-27 15:11:43.291468
111176973242,111176973242,MS4wLjABAAAAus0MKdfscpqLloLFykG6qfxdU9D,9eu5p7pd,,馨多士,"👧🏻Hi我是多士🍞
🇭🇰香港生活的东北人
💌分享香港好玩｜好吃｜探店
📮2805712589@qq.com",165608,1870567,-1,-1,1,,,[],[],1,0,False,2026-04-27 15:11:53.477623
86689707215,86689707215,MS4wLjABAAAAnFo9ybQLmJkNb4xDRaXw4oHYJ-Y,bm5l8w0q,,百万平凡巨星,"从街头小吃到特色餐馆
探索各国最独特、最令人垂涎的美食
点个关注，开启您的云美食之旅吧～",488602,4809510,-1,-1,1,,,[],[],1,0,False,2026-04-27 15:12:03.807644
435031951026852,435031951026852,MS4wLjABAAAAPx_H7_MUKY5UkR5YP8f3mqWfnUx,5ze43t26,,温妮的下午茶,"🌸烘焙🥯🍰🍮甜品爱好者～
🌸何时葡萄先熟透，你要静候再静候～
🌸自用好物在橱窗哈👇🔍",55336,547631,-1,-1,1,,,[],[],1,0,False,2026-04-27 15:12:14.072011
101876935254,101876935254,MS4wLjABAAAAjIH82590Y-7DVTZNnhTACrb0Z3p,dbsg1ozz,,饭饭陈住气,"明确推荐的好吃的 
姐妹们种草了三次及以上都严重踩雷
就不要跟着饭饭买了❤️我们的口味可能不太合适
📮laowei888_0112@qq.com",182211,2320983,-1,-1,1,,,[],[],1,0,False,2026-04-27 15:12:25.993580
1470503327904825,1470503327904825,MS4wLjABAAAAA5YgluOgHfZMGYKK3LgszSZNbWM,r3n46n87,,虎虎不吃素,"真人解说 ，同样的电影 不同的解读 已签独家 
全网寻找最隐蔽的惊悚细节
把电影看透，把背后看“凉”",5775,37306,-1,-1,1,,,[],[],1,0,False,2026-04-27 15:12:33.286836
2575488305595082,2575488305595082,MS4wLjABAAAAAxRaQ8N-VrkRXPLzJ4UZMauPV-q,ofhf71k8,,波菜酱子,"这里是菠菜酱💕
文案，剪辑，商务合作:Ax585867",236558,3231337,-1,-1,1,,,[],[],1,0,False,2026-04-27 15:12:40.240233
95824239857,95824239857,MS4wLjABAAAAF3c6RNdwABmwEXsAgfesDCDuKpT,9q4v3b0y,,快乐小帆,"诡蜜：@小帆爱吃淀粉肠 
老公：@甜心小帆🔮Fay’sCrystal 
🥣不爱干饭的美妆穿搭博不是好vlogger
💒恋爱十年校园到婚纱 半个情侣博主
🥯喜辣 面包脑袋 甜品忠实爱好者
🌍热爱旅游！攻略希望对大家有用
💌希望每个女孩告别焦虑 天天开心
🧣小帆今天瘦了么
🈴️Berry0915-（辛苦备注 需要试用 目前不接甜品喔",205415,8021525,-1,-1,1,,,[],[],1,0,False,2026-04-27 15:12:49.401678
2197304320986480,2197304320986480,MS4wLjABAAAAy232Csr30Omr2YNbxXRAx6ijAqp,vtocuqf6,,雾岛恋影,"商务✨:mhsw0745（添加备注来意）
接投稿，招线上文案、剪辑
拆解动漫名场面，你的关注就是我更新的最大动力！",23442,1093006,-1,-1,1,,,[],[],1,0,False,2026-04-27 15:13:06.974684
86728097704,86728097704,MS4wLjABAAAAL3EOiIEt5mOSudEGwAZzbxMJ1rj,mpycpvxe,,漫哥阿哲,专注动漫 关注我的都发财,186028,3784629,-1,-1,1,,,[],[],1,0,False,2026-04-27 15:13:15.117251
3249810519359780,3249810519359780,MS4wLjABAAAAjWbitXbwQXGALnWmKRNdI0C1vmS,jwxyfpzc,,猪miumiu,"今天吃点什么好呢🥢🥣
分享我们的二人食日常
📱zhumiumiu163",136356,2517014,-1,-1,1,,,[],[],1,0,False,2026-04-27 15:13:23.220945
471035583937214,471035583937214,MS4wLjABAAAAzUjDv5VFlBnusIS-OD9BS9hZv_5,c9as6ovs,,星空,"没有任何解说可以代替原片
目前更新《甄嬛传》
真人配音，正在进步，谢谢理解",893627,15666317,-1,-1,1,,,[],[],1,0,False,2026-04-27 15:13:31.547925
1204672132025055,1204672132025055,MS4wLjABAAAA0Cf8UXbsiEO2gleoiatOacW_RON,z468wwac,,侯绿萝,"日常都在：@侯绿灯 
·门前芍药妖无格，我是你姐侯绿萝",10024710,243114181,-1,-1,1,,,[],[],1,0,False,2026-04-27 15:13:38.763052
3989478267953712,3989478267953712,MS4wLjABAAAAGzL_gI6536aUX5qxfQyE5J9KJM-,jjqzvnza,,猫猫杨🍤今天吃什么,"🍤🦪🍡🍧🍢🍰🍭🍬🍔
爱吃食物的女孩子
@千妮达🐙 
📡yjm2020319",813569,16941571,-1,-1,1,,,[],[],1,0,False,2026-04-27 15:13:43.197795
1767610254885699,1767610254885699,MS4wLjABAAAAwuY7ZA0AU5W8vUnaf4UoWKYG7Hh,qdfqzxcz,,不可能娇黛,"我是娇黛，不可能娇黛
原创悬疑动画，持续更新中🥳
制作不易，侵权必究。
合作：bgdcjaq",38537,472084,-1,-1,1,,,[],[],1,0,False,2026-04-27 15:13:49.362819
71162148528,71162148528,MS4wLjABAAAA7CgycSRGtIlsZt3OalJugAfj9nw,khn5vz23,,娜娜大仙女🔆775,"不怕艰难和困苦团结一致775
商务合作：1109743775 暗爽哥：@天舒很硬-天舒班 
爱吃：@娜娜的朋友圈🔆努力上进版 
爱吃喝：@娜娜大仙女🔆快乐版",4711315,46751139,-1,-1,1,,,[],[],1,0,False,2026-04-27 15:13:54.520762
1016361991801070,1016361991801070,MS4wLjABAAAA3OJzfORWNdu2zHJwtQszgVn7b5X,yiun4pv1,,在下落天尘,"不是营销号 
主更 斗破 吞噬 沧元图
真实的人！客观评价！
商务联系:m1678v",140876,3199047,-1,-1,1,,,[],[],1,0,False,2026-04-27 15:14:01.230688
102135554534,102135554534,MS4wLjABAAAALq6SZ58A_6iQjdPDLlLlmkii4jD,4yvqj87b,,小小白今天午休了吗,"在日本工作的中国人🇨🇳
喜欢记录自己的生活 ！
热爱美食！！！🍟🍗🍙🍣🥟",152123,1573268,-1,-1,1,,,[],[],1,0,False,2026-04-27 15:14:13.756529
109480953494,109480953494,MS4wLjABAAAAiZ5UuxfRQh92mPvnxAfH9py5x40,rvfgbbf5,,贞叶,"一起看有趣的故事叭 (ૢ˃ꌂ˂⁎)
简介有名字，自译比较多，没有软件QAQ",569449,14559436,-1,-1,1,,,[],[],1,0,False,2026-04-27 15:14:20.082468
1218683124070701,1218683124070701,MS4wLjABAAAAhLTbgzoW8dDEReI_4oqXtK5mLjZ,0hlbop55,,追番指南针,制作不易，如有侵权，联系必删,78098,3724045,-1,-1,1,,,[],[],1,0,False,2026-04-27 15:14:33.220944
3848732669384151,3848732669384151,MS4wLjABAAAAgTIuRdyBycWBqmTFYHMjIfSMkkb,tntc5d77,,兰因絮果,"✅主更【凹凸世界】人物深度解析｜挖透角色高光&剧情隐藏暗线
✅不定期更同人衍生解说｜正史野史混搭唠嗑，二创非官方设定
凹凸同好这里集合！一起理性看番，快乐磕粮不踩雷～",4089,105377,-1,-1,1,,,[],[],1,0,False,2026-04-27 15:14:40.598495
7607340506407093285,7607340506407093285,MS4wLjABAAAA1nOdAO9tL74NOicERJfoaooJTk6,ad1u4sph,,阿彪讲台球🎱,"-让我们在涨球道路上一路狂飙-
专注让球迷学到干货🎱
视频均真人配音
“我爱抖音”",33094,846282,-1,-1,1,,,[],[],1,0,False,2026-04-27 15:14:50.268226
2578793671699738,2578793671699738,MS4wLjABAAAAwI8hzv1OzdmnLVNaVWb2pdo2kH5,i41cxfia,,青鸟国漫,"国漫爱好者
国漫解析，国漫杂谈
你的点赞支持便是我的动力",843,32139,-1,-1,1,,,[],[],1,0,False,2026-04-27 15:14:57.049509
4003754445949388,4003754445949388,MS4wLjABAAAAPg-LxeaF5qhpR8AMSFiJFwKHUvW,antrih1z,,影咖漫剪社,带你深度解析日漫  欢迎来评论区一起讨论,4260,139732,-1,-1,1,,,[],[],1,0,False,2026-04-27 15:15:05.196921
63701013892,63701013892,MS4wLjABAAAAKatS9-FuHfOhb-Q1vV4Dgd3eB_g,l8qnk8o5,,๑҉  雁 回📿,"报告！我是你的电子饭搭子！
跟着我们一起好好吃饭吧～
「全国巡吃」系列正在进行中，超权威美食攻略！
欢迎进粉丝群一起分享美食
有什么想法请复制抖音号",201614,1801947,-1,-1,1,,,[],[],1,0,False,2026-04-27 15:15:15.550102
