source_node_id,target_node_id,source_raw_id,target_raw_id,edge_type,is_reverse
592,40,author::2608478173538542,video::7627886327517711651,video_author,True
41,593,video::7628060646696815926,author::1857503537928768,video_author,False
593,41,author::1857503537928768,video::7628060646696815926,video_author,True
42,594,video::7628110680549705189,author::7515758847228675130,video_author,False
594,42,author::7515758847228675130,video::7628110680549705189,video_author,True
43,595,video::7628127330842662905,author::2694254131163224,video_author,False
595,43,author::2694254131163224,video::7628127330842662905,video_author,True
44,596,video::7628207227194723611,author::1482589988992014,video_author,False
596,44,author::1482589988992014,video::7628207227194723611,video_author,True
45,597,video::7628551587098610963,author::59618628613,video_author,False
597,45,author::59618628613,video::7628551587098610963,video_author,True
46,598,video::7628553852249267967,author::4239331869079003,video_author,False
598,46,author::4239331869079003,video::7628553852249267967,video_author,True
47,599,video::7628558364116651304,author::3611229244630589,video_author,False
599,47,author::3611229244630589,video::7628558364116651304,video_author,True
48,600,video::7628593328451226926,author::74324802337,video_author,False
600,48,author::74324802337,video::7628593328451226926,video_author,True
49,601,video::7628628390169414921,author::509795900595245,video_author,False
601,49,author::509795900595245,video::7628628390169414921,video_author,True
50,602,video::7628861580435934518,author::106853351580,video_author,False
602,50,author::106853351580,video::7628861580435934518,video_author,True
51,603,video::7628906864238939392,author::2836366859970795,video_author,False
603,51,author::2836366859970795,video::7628906864238939392,video_author,True
52,604,video::7628944573020130579,author::7869942119,video_author,False
604,52,author::7869942119,video::7628944573020130579,video_author,True
53,605,video::7628946780247428378,author::59179341517,video_author,False
605,53,author::59179341517,video::7628946780247428378,video_author,True
54,606,video::7629268617456143670,author::73619174464,video_author,False
606,54,author::73619174464,video::7629268617456143670,video_author,True
55,607,video::7629275610287795121,author::111176973242,video_author,False
607,55,author::111176973242,video::7629275610287795121,video_author,True
56,608,video::7629284843255237914,author::86689707215,video_author,False
608,56,author::86689707215,video::7629284843255237914,video_author,True
57,609,video::7629325567690794995,author::435031951026852,video_author,False
609,57,author::435031951026852,video::7629325567690794995,video_author,True
58,610,video::7629362643128150449,author::101876935254,video_author,False
610,58,author::101876935254,video::7629362643128150449,video_author,True
59,611,video::7629560213787413800,author::1470503327904825,video_author,False
611,59,author::1470503327904825,video::7629560213787413800,video_author,True
60,612,video::7629647541226753295,author::2575488305595082,video_author,False
612,60,author::2575488305595082,video::7629647541226753295,video_author,True
61,613,video::7629661151560204276,author::95824239857,video_author,False
613,61,author::95824239857,video::7629661151560204276,video_author,True
62,614,video::7629672736956108072,author::2197304320986480,video_author,False
614,62,author::2197304320986480,video::7629672736956108072,video_author,True
63,615,video::7629694390683962624,author::86728097704,video_author,False
615,63,author::86728097704,video::7629694390683962624,video_author,True
64,616,video::7629701737275998309,author::3249810519359780,video_author,False
616,64,author::3249810519359780,video::7629701737275998309,video_author,True
65,617,video::7629710513185869107,author::471035583937214,video_author,False
617,65,author::471035583937214,video::7629710513185869107,video_author,True
66,618,video::7629801442697903802,author::1204672132025055,video_author,False
618,66,author::1204672132025055,video::7629801442697903802,video_author,True
67,619,video::7630024688740102137,author::3989478267953712,video_author,False
619,67,author::3989478267953712,video::7630024688740102137,video_author,True
68,620,video::7630026128996706225,author::1767610254885699,video_author,False
620,68,author::1767610254885699,video::7630026128996706225,video_author,True
69,621,video::7630028593015346377,author::71162148528,video_author,False
621,69,author::71162148528,video::7630028593015346377,video_author,True
70,622,video::7630056950717222159,author::1016361991801070,video_author,False
622,70,author::1016361991801070,video::7630056950717222159,video_author,True
71,623,video::7630085171941900456,author::102135554534,video_author,False
623,71,author::102135554534,video::7630085171941900456,video_author,True
72,624,video::7630096638253616435,author::109480953494,video_author,False
624,72,author::109480953494,video::7630096638253616435,video_author,True
73,625,video::7630304849803873574,author::1218683124070701,video_author,False
625,73,author::1218683124070701,video::7630304849803873574,video_author,True
74,626,video::7630329911005154595,author::3848732669384151,video_author,False
626,74,author::3848732669384151,video::7630329911005154595,video_author,True
75,627,video::7630333079898361128,author::7607340506407093285,video_author,False
627,75,author::7607340506407093285,video::7630333079898361128,video_author,True
76,628,video::7630742038295629108,author::2578793671699738,video_author,False
628,76,author::2578793671699738,video::7630742038295629108,video_author,True
77,629,video::7630746470311922984,author::4003754445949388,video_author,False
629,77,author::4003754445949388,video::7630746470311922984,video_author,True
78,630,video::7630750215242610875,author::63701013892,video_author,False
630,78,author::63701013892,video::7630750215242610875,video_author,True
0,631,video::7624873382114282803,music::6827706130679010871,video_music,False
631,0,music::6827706130679010871,video::7624873382114282803,video_music,True
1,632,video::7625140333864586559,music::6826291618422991346,video_music,False
632,1,music::6826291618422991346,video::7625140333864586559,video_music,True
2,633,video::7625266759122124394,music::6827027266780559088,video_music,False
633,2,music::6827027266780559088,video::7625266759122124394,video_music,True
3,634,video::7625382302234791183,music::6822583882012821559,video_music,False
634,3,music::6822583882012821559,video::7625382302234791183,video_music,True
4,635,video::7625492021486144777,music::6822616921371345914,video_music,False
635,4,music::6822616921371345914,video::7625492021486144777,video_music,True
5,636,video::7625531481825330537,music::6821609832976164647,video_music,False
636,5,music::6821609832976164647,video::7625531481825330537,video_music,True
6,637,video::7625546845988749440,music::6827200340570106340,video_music,False
637,6,music::6827200340570106340,video::7625546845988749440,video_music,True
7,638,video::7625929057691078053,music::6820479766228170102,video_music,False
638,7,music::6820479766228170102,video::7625929057691078053,video_music,True
8,639,video::7625931818142878995,music::6827026560405425833,video_music,False
639,8,music::6827026560405425833,video::7625931818142878995,video_music,True
9,640,video::7625943440111941754,music::6824784702761446297,video_music,False
640,9,music::6824784702761446297,video::7625943440111941754,video_music,True
10,641,video::7625983892776400448,music::6824075828177381478,video_music,False
641,10,music::6824075828177381478,video::7625983892776400448,video_music,True
11,642,video::7626039783856311604,music::6826007583927804368,video_music,False
642,11,music::6826007583927804368,video::7626039783856311604,video_music,True
12,643,video::7626119147679665427,music::6826486904301648186,video_music,False
643,12,music::6826486904301648186,video::7626119147679665427,video_music,True
13,644,video::7626232419351317796,music::6826489430976260501,video_music,False
644,13,music::6826489430976260501,video::7626232419351317796,video_music,True
14,645,video::7626285740250418473,music::6823154662691952976,video_music,False
645,14,music::6823154662691952976,video::7626285740250418473,video_music,True
15,646,video::7626294890775145403,music::6828745412163622441,video_music,False
646,15,music::6828745412163622441,video::7626294890775145403,video_music,True
16,647,video::7626305366351007011,music::6829205807627303848,video_music,False
647,16,music::6829205807627303848,video::7626305366351007011,video_music,True
17,639,video::7626584955816021274,music::6827026560405425833,video_music,False
639,17,music::6827026560405425833,video::7626584955816021274,video_music,True
18,648,video::7626684177663986971,music::6829595541150242340,video_music,False
648,18,music::6829595541150242340,video::7626684177663986971,video_music,True
19,649,video::7626700596619348401,music::6820919950029183415,video_music,False
649,19,music::6820919950029183415,video::7626700596619348401,video_music,True
20,650,video::7627061029150805302,music::6821910704676285755,video_music,False
650,20,music::6821910704676285755,video::7627061029150805302,video_music,True
21,651,video::7627071685094657299,music::6825649530997448332,video_music,False
651,21,music::6825649530997448332,video::7627071685094657299,video_music,True
22,652,video::7627097855253089579,music::6825915597448795713,video_music,False
652,22,music::6825915597448795713,video::7627097855253089579,video_music,True
23,653,video::7627138316899056603,music::6821255615932671934,video_music,False
653,23,music::6821255615932671934,video::7627138316899056603,video_music,True
24,654,video::7627193816662936883,music::6822584033243228467,video_music,False
654,24,music::6822584033243228467,video::7627193816662936883,video_music,True
25,655,video::7627326318220201258,music::6825999857143648286,video_music,False
655,25,music::6825999857143648286,video::7627326318220201258,video_music,True
26,656,video::7627338394946784563,music::6820277705884020387,video_music,False
656,26,music::6820277705884020387,video::7627338394946784563,video_music,True
27,657,video::7627416174665452806,music::6820585433087545622,video_music,False
657,27,music::6820585433087545622,video::7627416174665452806,video_music,True
28,658,video::7627417139495256057,music::6820881927700370437,video_music,False
658,28,music::6820881927700370437,video::7627417139495256057,video_music,True
29,659,video::7627431605422901425,music::6824783642638461491,video_music,False
659,29,music::6824783642638461491,video::7627431605422901425,video_music,True
30,660,video::7627441271367290164,music::6820962395495877675,video_music,False
660,30,music::6820962395495877675,video::7627441271367290164,video_music,True
31,661,video::7627472380595910747,music::6826890757532588674,video_music,False
661,31,music::6826890757532588674,video::7627472380595910747,video_music,True
32,662,video::7627472699962576166,music::6823879991207703730,video_music,False
662,32,music::6823879991207703730,video::7627472699962576166,video_music,True
33,663,video::7627626727761513778,music::6822142744051333500,video_music,False
663,33,music::6822142744051333500,video::7627626727761513778,video_music,True
34,664,video::7627693001658504421,music::6820695109664223225,video_music,False
664,34,music::6820695109664223225,video::7627693001658504421,video_music,True
35,665,video::7627771722061696308,music::6825498461661031441,video_music,False
665,35,music::6825498461661031441,video::7627771722061696308,video_music,True
36,666,video::7627790321199705009,music::6827817427024176324,video_music,False
666,36,music::6827817427024176324,video::7627790321199705009,video_music,True
37,667,video::7627792713907195190,music::6828932245388093881,video_music,False
667,37,music::6828932245388093881,video::7627792713907195190,video_music,True
38,668,video::7627796121867341075,music::6828976288293702521,video_music,False
668,38,music::6828976288293702521,video::7627796121867341075,video_music,True
39,669,video::7627822640091459546,music::6829863627264128258,video_music,False
669,39,music::6829863627264128258,video::7627822640091459546,video_music,True
40,670,video::7627886327517711651,music::6825231466594171857,video_music,False
670,40,music::6825231466594171857,video::7627886327517711651,video_music,True
41,671,video::7628060646696815926,music::6825039330995296123,video_music,False
671,41,music::6825039330995296123,video::7628060646696815926,video_music,True
42,672,video::7628110680549705189,music::6824387727883822487,video_music,False
672,42,music::6824387727883822487,video::7628110680549705189,video_music,True
43,673,video::7628127330842662905,music::6822157054334217245,video_music,False
673,43,music::6822157054334217245,video::7628127330842662905,video_music,True
44,674,video::7628207227194723611,music::6821394994576981854,video_music,False
674,44,music::6821394994576981854,video::7628207227194723611,video_music,True
45,675,video::7628551587098610963,music::6827158325339485450,video_music,False
675,45,music::6827158325339485450,video::7628551587098610963,video_music,True
46,676,video::7628553852249267967,music::6824433984382956026,video_music,False
676,46,music::6824433984382956026,video::7628553852249267967,video_music,True
47,677,video::7628558364116651304,music::6820910586781794915,video_music,False
677,47,music::6820910586781794915,video::7628558364116651304,video_music,True
48,678,video::7628593328451226926,music::6824837047168474601,video_music,False
678,48,music::6824837047168474601,video::7628593328451226926,video_music,True
49,679,video::7628628390169414921,music::6826456833269918654,video_music,False
679,49,music::6826456833269918654,video::7628628390169414921,video_music,True
50,680,video::7628861580435934518,music::6826229192643728631,video_music,False
680,50,music::6826229192643728631,video::7628861580435934518,video_music,True
51,681,video::7628906864238939392,music::6826873793441041265,video_music,False
681,51,music::6826873793441041265,video::7628906864238939392,video_music,True
52,682,video::7628944573020130579,music::6826254058423478842,video_music,False
682,52,music::6826254058423478842,video::7628944573020130579,video_music,True
53,683,video::7628946780247428378,music::6823045441898139857,video_music,False
683,53,music::6823045441898139857,video::7628946780247428378,video_music,True
54,684,video::7629268617456143670,music::6829957635927094770,video_music,False
684,54,music::6829957635927094770,video::7629268617456143670,video_music,True
55,685,video::7629275610287795121,music::6826428276042058003,video_music,False
685,55,music::6826428276042058003,video::7629275610287795121,video_music,True
56,686,video::7629284843255237914,music::6825859050000378386,video_music,False
686,56,music::6825859050000378386,video::7629284843255237914,video_music,True
57,687,video::7629325567690794995,music::6828164803984054037,video_music,False
687,57,music::6828164803984054037,video::7629325567690794995,video_music,True
58,688,video::7629362643128150449,music::6827807123430688466,video_music,False
688,58,music::6827807123430688466,video::7629362643128150449,video_music,True
59,689,video::7629560213787413800,music::6820334070265016451,video_music,False
689,59,music::6820334070265016451,video::7629560213787413800,video_music,True
60,690,video::7629647541226753295,music::6825821631602900229,video_music,False
690,60,music::6825821631602900229,video::7629647541226753295,video_music,True
61,691,video::7629661151560204276,music::6827253161282509537,video_music,False
691,61,music::6827253161282509537,video::7629661151560204276,video_music,True
62,692,video::7629672736956108072,music::6820115949697403152,video_music,False
692,62,music::6820115949697403152,video::7629672736956108072,video_music,True
63,693,video::7629694390683962624,music::6823356302385729825,video_music,False
693,63,music::6823356302385729825,video::7629694390683962624,video_music,True
64,694,video::7629701737275998309,music::6825150084875337672,video_music,False
694,64,music::6825150084875337672,video::7629701737275998309,video_music,True
65,695,video::7629710513185869107,music::6820217091312038035,video_music,False
695,65,music::6820217091312038035,video::7629710513185869107,video_music,True
66,696,video::7629801442697903802,music::6825802260225926889,video_music,False
696,66,music::6825802260225926889,video::7629801442697903802,video_music,True
67,697,video::7630024688740102137,music::6828808768685339171,video_music,False
697,67,music::6828808768685339171,video::7630024688740102137,video_music,True
68,698,video::7630026128996706225,music::6823014217239938470,video_music,False
698,68,music::6823014217239938470,video::7630026128996706225,video_music,True
69,699,video::7630028593015346377,music::6824267203245585200,video_music,False
699,69,music::6824267203245585200,video::7630028593015346377,video_music,True
70,700,video::7630056950717222159,music::6825705020588884684,video_music,False
700,70,music::6825705020588884684,video::7630056950717222159,video_music,True
71,701,video::7630085171941900456,music::6820754311163662501,video_music,False
701,71,music::6820754311163662501,video::7630085171941900456,video_music,True
72,702,video::7630096638253616435,music::6829311003315804333,video_music,False
702,72,music::6829311003315804333,video::7630096638253616435,video_music,True
73,703,video::7630304849803873574,music::6825026253466203896,video_music,False
703,73,music::6825026253466203896,video::7630304849803873574,video_music,True
74,704,video::7630329911005154595,music::6826049525763654281,video_music,False
704,74,music::6826049525763654281,video::7630329911005154595,video_music,True
75,705,video::7630333079898361128,music::6821182636998597991,video_music,False
705,75,music::6821182636998597991,video::7630333079898361128,video_music,True
76,706,video::7630742038295629108,music::6821569256209030619,video_music,False
706,76,music::6821569256209030619,video::7630742038295629108,video_music,True
77,707,video::7630746470311922984,music::6820926907246698780,video_music,False
707,77,music::6820926907246698780,video::7630746470311922984,video_music,True
78,708,video::7630750215242610875,music::6823497075966913828,video_music,False
708,78,music::6823497075966913828,video::7630750215242610875,video_music,True
0,709,video::7624873382114282803,hashtag::7104780968985568584,video_hashtag,False
709,0,hashtag::7104780968985568584,video::7624873382114282803,video_hashtag,True
0,710,video::7624873382114282803,hashtag::7104598714217158146,video_hashtag,False
710,0,hashtag::7104598714217158146,video::7624873382114282803,video_hashtag,True
0,711,video::7624873382114282803,hashtag::7108762426660558259,video_hashtag,False
711,0,hashtag::7108762426660558259,video::7624873382114282803,video_hashtag,True
0,712,video::7624873382114282803,hashtag::7100832297117456051,video_hashtag,False
712,0,hashtag::7100832297117456051,video::7624873382114282803,video_hashtag,True
1,713,video::7625140333864586559,hashtag::7104226690902358355,video_hashtag,False
713,1,hashtag::7104226690902358355,video::7625140333864586559,video_hashtag,True
1,714,video::7625140333864586559,hashtag::7102848308748896938,video_hashtag,False
714,1,hashtag::7102848308748896938,video::7625140333864586559,video_hashtag,True
1,715,video::7625140333864586559,hashtag::7106579725630720648,video_hashtag,False
715,1,hashtag::7106579725630720648,video::7625140333864586559,video_hashtag,True
1,716,video::7625140333864586559,hashtag::7101946228440479791,video_hashtag,False
716,1,hashtag::7101946228440479791,video::7625140333864586559,video_hashtag,True
1,717,video::7625140333864586559,hashtag::7108784609541150753,video_hashtag,False
717,1,hashtag::7108784609541150753,video::7625140333864586559,video_hashtag,True
2,718,video::7625266759122124394,hashtag::7108282308502720097,video_hashtag,False
718,2,hashtag::7108282308502720097,video::7625266759122124394,video_hashtag,True
2,719,video::7625266759122124394,hashtag::7109701423278303651,video_hashtag,False
719,2,hashtag::7109701423278303651,video::7625266759122124394,video_hashtag,True
2,720,video::7625266759122124394,hashtag::7101398125166069224,video_hashtag,False
720,2,hashtag::7101398125166069224,video::7625266759122124394,video_hashtag,True
2,721,video::7625266759122124394,hashtag::7100794517625300944,video_hashtag,False
721,2,hashtag::7100794517625300944,video::7625266759122124394,video_hashtag,True
3,722,video::7625382302234791183,hashtag::7108386528095011807,video_hashtag,False
722,3,hashtag::7108386528095011807,video::7625382302234791183,video_hashtag,True
3,723,video::7625382302234791183,hashtag::7105252026880041820,video_hashtag,False
723,3,hashtag::7105252026880041820,video::7625382302234791183,video_hashtag,True
3,724,video::7625382302234791183,hashtag::7102477222200974475,video_hashtag,False
724,3,hashtag::7102477222200974475,video::7625382302234791183,video_hashtag,True
3,725,video::7625382302234791183,hashtag::7101020789296787572,video_hashtag,False
725,3,hashtag::7101020789296787572,video::7625382302234791183,video_hashtag,True
3,726,video::7625382302234791183,hashtag::7103171265216097818,video_hashtag,False
726,3,hashtag::7103171265216097818,video::7625382302234791183,video_hashtag,True
5,727,video::7625531481825330537,hashtag::7104825994222469349,video_hashtag,False
727,5,hashtag::7104825994222469349,video::7625531481825330537,video_hashtag,True
6,728,video::7625546845988749440,hashtag::7102552611713663080,video_hashtag,False
728,6,hashtag::7102552611713663080,video::7625546845988749440,video_hashtag,True
6,729,video::7625546845988749440,hashtag::7106041897060461520,video_hashtag,False
729,6,hashtag::7106041897060461520,video::7625546845988749440,video_hashtag,True
7,730,video::7625929057691078053,hashtag::7106337886934283859,video_hashtag,False
730,7,hashtag::7106337886934283859,video::7625929057691078053,video_hashtag,True
10,731,video::7625983892776400448,hashtag::7101307801652350784,video_hashtag,False
731,10,hashtag::7101307801652350784,video::7625983892776400448,video_hashtag,True
10,732,video::7625983892776400448,hashtag::7102902302464841518,video_hashtag,False
732,10,hashtag::7102902302464841518,video::7625983892776400448,video_hashtag,True
10,712,video::7625983892776400448,hashtag::7100832297117456051,video_hashtag,False
712,10,hashtag::7100832297117456051,video::7625983892776400448,video_hashtag,True
10,733,video::7625983892776400448,hashtag::7100543417287338032,video_hashtag,False
733,10,hashtag::7100543417287338032,video::7625983892776400448,video_hashtag,True
10,734,video::7625983892776400448,hashtag::7103354082162405012,video_hashtag,False
734,10,hashtag::7103354082162405012,video::7625983892776400448,video_hashtag,True
11,735,video::7626039783856311604,hashtag::7103408173696252821,video_hashtag,False
735,11,hashtag::7103408173696252821,video::7626039783856311604,video_hashtag,True
11,736,video::7626039783856311604,hashtag::7101547638172632299,video_hashtag,False
736,11,hashtag::7101547638172632299,video::7626039783856311604,video_hashtag,True
11,737,video::7626039783856311604,hashtag::7108076459100009630,video_hashtag,False
737,11,hashtag::7108076459100009630,video::7626039783856311604,video_hashtag,True
12,738,video::7626119147679665427,hashtag::7102972661225908504,video_hashtag,False
738,12,hashtag::7102972661225908504,video::7626119147679665427,video_hashtag,True
12,739,video::7626119147679665427,hashtag::7109872858047797239,video_hashtag,False
739,12,hashtag::7109872858047797239,video::7626119147679665427,video_hashtag,True
13,712,video::7626232419351317796,hashtag::7100832297117456051,video_hashtag,False
712,13,hashtag::7100832297117456051,video::7626232419351317796,video_hashtag,True
13,740,video::7626232419351317796,hashtag::7101210694038438054,video_hashtag,False
740,13,hashtag::7101210694038438054,video::7626232419351317796,video_hashtag,True
13,741,video::7626232419351317796,hashtag::7105088742382212340,video_hashtag,False
741,13,hashtag::7105088742382212340,video::7626232419351317796,video_hashtag,True
13,742,video::7626232419351317796,hashtag::7101255481989719206,video_hashtag,False
742,13,hashtag::7101255481989719206,video::7626232419351317796,video_hashtag,True
13,743,video::7626232419351317796,hashtag::7101546246175183164,video_hashtag,False
743,13,hashtag::7101546246175183164,video::7626232419351317796,video_hashtag,True
14,712,video::7626285740250418473,hashtag::7100832297117456051,video_hashtag,False
712,14,hashtag::7100832297117456051,video::7626285740250418473,video_hashtag,True
14,744,video::7626285740250418473,hashtag::7101451162153748499,video_hashtag,False
744,14,hashtag::7101451162153748499,video::7626285740250418473,video_hashtag,True
14,745,video::7626285740250418473,hashtag::7100941270073759909,video_hashtag,False
745,14,hashtag::7100941270073759909,video::7626285740250418473,video_hashtag,True
14,746,video::7626285740250418473,hashtag::7105879979992409345,video_hashtag,False
746,14,hashtag::7105879979992409345,video::7626285740250418473,video_hashtag,True
14,747,video::7626285740250418473,hashtag::7102823699515605991,video_hashtag,False
747,14,hashtag::7102823699515605991,video::7626285740250418473,video_hashtag,True
15,748,video::7626294890775145403,hashtag::7105967462474704792,video_hashtag,False
748,15,hashtag::7105967462474704792,video::7626294890775145403,video_hashtag,True
15,749,video::7626294890775145403,hashtag::7105096462868988660,video_hashtag,False
749,15,hashtag::7105096462868988660,video::7626294890775145403,video_hashtag,True
15,750,video::7626294890775145403,hashtag::7109567697591712671,video_hashtag,False
750,15,hashtag::7109567697591712671,video::7626294890775145403,video_hashtag,True
15,751,video::7626294890775145403,hashtag::7104145540971010139,video_hashtag,False
751,15,hashtag::7104145540971010139,video::7626294890775145403,video_hashtag,True
15,752,video::7626294890775145403,hashtag::7101004358674798596,video_hashtag,False
752,15,hashtag::7101004358674798596,video::7626294890775145403,video_hashtag,True
16,753,video::7626305366351007011,hashtag::7108233592680433414,video_hashtag,False
753,16,hashtag::7108233592680433414,video::7626305366351007011,video_hashtag,True
16,712,video::7626305366351007011,hashtag::7100832297117456051,video_hashtag,False
712,16,hashtag::7100832297117456051,video::7626305366351007011,video_hashtag,True
17,754,video::7626584955816021274,hashtag::7107623259903217389,video_hashtag,False
754,17,hashtag::7107623259903217389,video::7626584955816021274,video_hashtag,True
17,755,video::7626584955816021274,hashtag::7108146964682853127,video_hashtag,False
755,17,hashtag::7108146964682853127,video::7626584955816021274,video_hashtag,True
17,756,video::7626584955816021274,hashtag::7108440745560226426,video_hashtag,False
756,17,hashtag::7108440745560226426,video::7626584955816021274,video_hashtag,True
17,757,video::7626584955816021274,hashtag::7103430459139060384,video_hashtag,False
757,17,hashtag::7103430459139060384,video::7626584955816021274,video_hashtag,True
17,712,video::7626584955816021274,hashtag::7100832297117456051,video_hashtag,False
712,17,hashtag::7100832297117456051,video::7626584955816021274,video_hashtag,True
18,758,video::7626684177663986971,hashtag::7101772898861159857,video_hashtag,False
758,18,hashtag::7101772898861159857,video::7626684177663986971,video_hashtag,True
18,759,video::7626684177663986971,hashtag::7103387408904400860,video_hashtag,False
759,18,hashtag::7103387408904400860,video::7626684177663986971,video_hashtag,True
18,760,video::7626684177663986971,hashtag::7103974765378317361,video_hashtag,False
760,18,hashtag::7103974765378317361,video::7626684177663986971,video_hashtag,True
18,761,video::7626684177663986971,hashtag::7101095401351113465,video_hashtag,False
761,18,hashtag::7101095401351113465,video::7626684177663986971,video_hashtag,True
19,762,video::7626700596619348401,hashtag::7108357659363812413,video_hashtag,False
762,19,hashtag::7108357659363812413,video::7626700596619348401,video_hashtag,True
19,763,video::7626700596619348401,hashtag::7108371184612581200,video_hashtag,False
763,19,hashtag::7108371184612581200,video::7626700596619348401,video_hashtag,True
19,764,video::7626700596619348401,hashtag::7102957724191963183,video_hashtag,False
764,19,hashtag::7102957724191963183,video::7626700596619348401,video_hashtag,True
20,765,video::7627061029150805302,hashtag::7105050067266226611,video_hashtag,False
765,20,hashtag::7105050067266226611,video::7627061029150805302,video_hashtag,True
20,766,video::7627061029150805302,hashtag::7108003280665787404,video_hashtag,False
766,20,hashtag::7108003280665787404,video::7627061029150805302,video_hashtag,True
21,767,video::7627071685094657299,hashtag::7105664603256200943,video_hashtag,False
767,21,hashtag::7105664603256200943,video::7627071685094657299,video_hashtag,True
21,768,video::7627071685094657299,hashtag::7103973884792238708,video_hashtag,False
