node_id,raw_id,node_type,is_main_video,is_related_only_video,has_label,label,split
235,7607120051346410786,video,yes,no,yes,0,train
236,7607136030566714659,video,yes,no,yes,0,train
237,7607232277738818862,video,yes,no,yes,0,train
238,7607274295208174051,video,yes,no,yes,0,test
239,7607283944169458980,video,yes,no,yes,0,train
240,7607313987209825551,video,yes,no,yes,0,train
241,7607374455833128043,video,yes,no,yes,1,val
242,7607385954109623578,video,yes,no,yes,0,train
243,7607388569644141843,video,yes,no,yes,0,train
244,7607401706338403529,video,yes,no,yes,0,train
245,7607411548643008489,video,yes,no,yes,1,train
246,7607436305449913610,video,yes,no,yes,0,train
247,7607445084376753587,video,yes,no,yes,0,train
248,7607520661585661230,video,yes,no,yes,0,train
249,7607557086951509254,video,yes,no,yes,1,train
250,7607742080462425395,video,yes,no,yes,1,test
251,7607748984727260467,video,yes,no,yes,0,val
252,7607810462327131443,video,yes,no,yes,0,val
253,7607858944899435816,video,yes,no,yes,0,train
254,7607863577131578020,video,yes,no,yes,0,val
255,7607868171072048435,video,yes,no,yes,0,train
256,7608053654871887144,video,yes,no,yes,1,train
257,7608093659036175667,video,yes,no,yes,1,test
258,7608142992549245928,video,yes,no,yes,0,train
259,7608172670064226658,video,yes,no,yes,0,train
260,7608175123066435210,video,yes,no,yes,1,train
261,7608175621836234161,video,yes,no,yes,1,test
262,7608188088065609001,video,yes,no,yes,1,train
263,7608189820883504430,video,yes,no,yes,1,test
264,7608460845298814214,video,yes,no,yes,0,train
265,7608462661235379499,video,yes,no,yes,0,test
266,7608468119216427362,video,yes,no,yes,1,train
267,7608474882602470699,video,yes,no,yes,0,train
268,7608496076403821870,video,yes,no,yes,1,train
269,7608508092510283378,video,yes,no,yes,0,train
270,7608508828979678505,video,yes,no,yes,1,train
271,7608514239482010491,video,yes,no,yes,0,train
272,7608516704481578276,video,yes,no,yes,0,test
273,7608518748621802762,video,yes,no,yes,0,train
274,7608520355707190961,video,yes,no,yes,1,train
275,7608523841056427264,video,yes,no,yes,0,val
276,7608562332779760896,video,yes,no,yes,0,train
277,7608780141396888841,video,yes,no,yes,1,train
278,7608780766516156587,video,yes,no,yes,0,test
279,7608823093695368498,video,yes,no,yes,0,train
280,7608845034426780971,video,yes,no,yes,0,train
281,7608856066558151872,video,yes,no,yes,0,val
282,7608877640129749169,video,yes,no,yes,0,train
283,7608897972226526505,video,yes,no,yes,0,train
284,7608904928903433535,video,yes,no,yes,0,train
285,7608940233421311295,video,yes,no,yes,0,val
286,7609060309503888646,video,yes,no,yes,0,train
287,7609181647744830761,video,yes,no,yes,0,train
288,7609182689301070513,video,yes,no,yes,1,val
289,7609197481221524770,video,yes,no,yes,0,train
290,7609207732381914033,video,yes,no,yes,1,train
291,7609234531203206446,video,yes,no,yes,0,train
292,7609288762858948337,video,yes,no,yes,0,train
293,7609293976624975145,video,yes,no,yes,1,train
294,7609301947010665780,video,yes,no,yes,0,train
295,7609302344068533567,video,yes,no,yes,1,train
296,7609321500864622450,video,yes,no,yes,1,val
297,7609331472114042843,video,yes,no,yes,1,train
298,7609517967953138865,video,yes,no,yes,0,train
299,7609525882880904467,video,yes,no,yes,0,val
300,7609533554220977414,video,yes,no,yes,1,train
301,7609579296738397459,video,yes,no,yes,0,test
302,7609618364947893540,video,yes,no,yes,1,val
303,7609623308687254267,video,yes,no,yes,1,val
304,7609628032944409891,video,yes,no,yes,1,train
305,7609630783078288694,video,yes,no,yes,0,test
306,7609634616177216777,video,yes,no,yes,0,train
307,7609650736758033674,video,yes,no,yes,0,train
308,7609673453263766698,video,yes,no,yes,0,val
309,7609674990040460682,video,yes,no,yes,0,test
310,7609719314309185905,video,yes,no,yes,0,val
311,7609830109150727466,video,yes,no,yes,1,val
312,7609892680834845998,video,yes,no,yes,0,train
313,7609914905126447955,video,yes,no,yes,0,train
314,7609915421256454521,video,yes,no,yes,0,train
315,7609926132556745999,video,yes,no,yes,0,test
316,7609979360514182435,video,yes,no,yes,0,train
317,7610029518489822137,video,yes,no,yes,0,val
318,7610031393782975785,video,yes,no,yes,1,test
319,7610046082432699686,video,yes,no,yes,0,train
320,7610064775883672832,video,yes,no,yes,1,val
321,7610283350162545265,video,yes,no,yes,0,train
322,7610294222368836891,video,yes,no,yes,1,val
323,7610300216243162414,video,yes,no,yes,0,test
324,7610326779017858331,video,yes,no,yes,0,val
325,7610373639266913542,video,yes,no,yes,0,train
326,7610374126213111214,video,yes,no,yes,0,train
327,7610376181707201930,video,yes,no,yes,1,train
328,7610377511456754995,video,yes,no,yes,1,train
329,7610387712541231089,video,yes,no,yes,1,test
330,7610395781702405386,video,yes,no,yes,0,train
331,7610409219417738547,video,yes,no,yes,0,test
332,7610419060269993279,video,yes,no,yes,0,train
333,7610424303737649216,video,yes,no,yes,1,train
334,7610439927767072369,video,yes,no,yes,0,test
335,7610454328482264293,video,yes,no,yes,0,train
336,7610466696536526122,video,yes,no,yes,0,train
337,7610477894120344873,video,yes,no,yes,1,train
338,7610547189874215158,video,yes,no,yes,1,train
339,7610632603967835446,video,yes,no,yes,0,val
340,7610649614208055141,video,yes,no,yes,0,test
341,7610683091778030883,video,yes,no,yes,1,train
342,7610719563105849265,video,yes,no,yes,0,train
343,7610721154919058724,video,yes,no,yes,1,train
344,7610730950833523994,video,yes,no,yes,0,train
345,7610746540487381568,video,yes,no,yes,0,train
346,7610748585131923451,video,yes,no,yes,1,train
347,7610753434442140968,video,yes,no,yes,1,val
348,7610781123358779510,video,yes,no,yes,1,train
349,7610786187380329782,video,yes,no,yes,1,train
350,7610802683535969571,video,yes,no,yes,0,train
351,7610803926492810559,video,yes,no,yes,0,test
352,7610818309927875046,video,yes,no,yes,0,train
353,7611018286372762310,video,yes,no,yes,0,train
354,7611027972534832422,video,yes,no,yes,0,train
355,7611043588604005651,video,yes,no,yes,1,test
356,7611072238611123519,video,yes,no,yes,0,test
357,7611074938762364921,video,yes,no,yes,1,test
358,7611084877173345551,video,yes,no,yes,0,val
359,7611090164215024948,video,yes,no,yes,0,train
360,7611096109804555530,video,yes,no,yes,1,train
361,7611098364306738021,video,yes,no,yes,1,train
362,7611100399365836115,video,yes,no,yes,1,train
363,7611103456983567625,video,yes,no,yes,1,test
364,7611103881086455103,video,yes,no,yes,0,train
365,7611104313548573998,video,yes,no,yes,1,val
366,7611117630241410313,video,yes,no,yes,0,test
367,7611135398470864168,video,yes,no,yes,1,train
368,7611135969429404095,video,yes,no,yes,1,train
369,7611136492157194225,video,yes,no,yes,0,train
370,7611141230974879482,video,yes,no,yes,1,train
371,7611175900909964595,video,yes,no,yes,0,train
372,7611239866415746355,video,yes,no,yes,0,train
373,7611256307223399716,video,yes,no,yes,0,train
374,7611274869514940259,video,yes,no,yes,0,train
375,7611291427854617862,video,yes,no,yes,1,train
376,7611364418932296996,video,yes,no,yes,1,train
377,7611374663045745963,video,yes,no,yes,0,test
378,7611379590255505883,video,yes,no,yes,1,val
379,7611399395455667490,video,yes,no,yes,1,val
380,7611420783990033698,video,yes,no,yes,0,val
381,7611442496220024083,video,yes,no,yes,0,train
382,7611451108774382884,video,yes,no,yes,0,train
383,7611453126025331178,video,yes,no,yes,1,train
384,7611453694109912329,video,yes,no,yes,0,train
385,7611454234835324223,video,yes,no,yes,1,train
386,7611455717287928182,video,yes,no,yes,0,train
387,7611470931826937124,video,yes,no,yes,1,train
388,7611475643745783083,video,yes,no,yes,0,train
389,7611481198795164979,video,yes,no,yes,0,test
390,7611501068048280674,video,yes,no,yes,0,train
391,7611509558498165874,video,yes,no,yes,1,train
392,7611544070904696083,video,yes,no,yes,1,train
393,7611565006647299370,video,yes,no,yes,0,train
394,7611598921588100362,video,yes,no,yes,1,test
395,7611611279710539049,video,yes,no,yes,0,train
396,7611622646463089960,video,yes,no,yes,0,test
397,7611633585342952677,video,yes,no,yes,0,val
398,7611737798785207578,video,yes,no,yes,1,train
399,7611743077669014834,video,yes,no,yes,0,val
400,7611767406167412010,video,yes,no,yes,0,train
401,7611772889654477541,video,yes,no,yes,1,val
402,7611781654897593600,video,yes,no,yes,0,train
403,7611823912918023333,video,yes,no,yes,1,train
404,7611824713656225033,video,yes,no,yes,1,train
405,7611834147736259881,video,yes,no,yes,1,test
406,7611846642219633939,video,yes,no,yes,1,train
407,7611856908949015860,video,yes,no,yes,0,train
408,7611857347305385061,video,yes,no,yes,0,test
409,7611863321561632019,video,yes,no,yes,1,test
410,7611867957752293723,video,yes,no,yes,0,train
411,7611869489105210639,video,yes,no,yes,0,train
412,7611869867318185242,video,yes,no,yes,0,train
413,7611870895082196260,video,yes,no,yes,1,train
414,7611889461894450470,video,yes,no,yes,0,train
415,7611892161771998502,video,yes,no,yes,0,test
416,7611896540801682707,video,yes,no,yes,0,train
417,7611897590858837691,video,yes,no,yes,0,test
418,7611905609591491846,video,yes,no,yes,0,train
419,7611910661564297115,video,yes,no,yes,0,test
420,7612099056899040689,video,yes,no,yes,0,train
421,7612115359872650511,video,yes,no,yes,1,test
422,7612147519673355566,video,yes,no,yes,1,train
423,7612156631921905354,video,yes,no,yes,0,train
424,7612209405483896110,video,yes,no,yes,0,train
425,7612225968630926632,video,yes,no,yes,0,train
426,7612228957618581094,video,yes,no,yes,0,train
427,7612233600410340654,video,yes,no,yes,1,train
428,7612284619069879473,video,yes,no,yes,1,train
429,7612286846014516096,video,yes,no,yes,1,train
430,7612298953823915307,video,yes,no,yes,1,train
431,7612306553748706723,video,yes,no,yes,0,test
432,7612379944194932870,video,yes,no,yes,1,train
433,7612406172288683300,video,yes,no,yes,0,train
434,7612469020037549347,video,yes,no,yes,1,train
435,7612486996597935360,video,yes,no,yes,1,train
436,7612506364841069874,video,yes,no,yes,0,train
437,7612506552196991985,video,yes,no,yes,0,test
438,7612576899893818725,video,yes,no,yes,1,test
439,7612586895486307590,video,yes,no,yes,1,train
440,7612591013139336511,video,yes,no,yes,0,train
441,7612597907409227027,video,yes,no,yes,0,train
442,7612598544645606682,video,yes,no,yes,1,train
443,7612608201598471467,video,yes,no,yes,1,train
444,7612626410846326058,video,yes,no,yes,0,test
445,7612628373587758378,video,yes,no,yes,1,test
446,7612633859758329126,video,yes,no,yes,0,train
447,7612652257280003391,video,yes,no,yes,1,train
448,7612657526424767754,video,yes,no,yes,1,train
449,7612666771484511488,video,yes,no,yes,0,val
450,7612697528915578122,video,yes,no,yes,0,train
451,7612699401069164480,video,yes,no,yes,1,train
452,7612799067479767657,video,yes,no,yes,1,train
453,7612844561949379874,video,yes,no,yes,0,train
454,7612871742910495656,video,yes,no,yes,1,train
455,7612873805875527086,video,yes,no,yes,1,train
456,7612888410327485747,video,yes,no,yes,1,test
457,7612916604183022857,video,yes,no,yes,1,train
458,7612967442901404974,video,yes,no,yes,1,val
459,7612968545047088438,video,yes,no,yes,1,train
460,7612974854140120371,video,yes,no,yes,0,train
461,7612981406972579114,video,yes,no,yes,0,train
462,7612995856727346466,video,yes,no,yes,1,train
463,7613072307984026920,video,yes,no,yes,0,train
464,7613093633193826122,video,yes,no,yes,1,val
465,7613178044173548395,video,yes,no,yes,0,train
466,7613249136695037190,video,yes,no,yes,1,train
467,7613262133333069062,video,yes,no,yes,0,test
468,7613263617005260072,video,yes,no,yes,0,val
469,7613290045008612660,video,yes,no,yes,0,train
470,7613311390091602033,video,yes,no,yes,1,train
471,7613340269110512905,video,yes,no,yes,0,val
472,7613343694774619435,video,yes,no,yes,0,train
473,7613360339819711778,video,yes,no,yes,1,val
474,7613361902172818726,video,yes,no,yes,0,train
475,7613364847179280059,video,yes,no,yes,0,train
476,7613373429194927994,video,yes,no,yes,0,train
477,7613396176133459219,video,yes,no,yes,1,train
478,7613419324124993521,video,yes,no,yes,0,train
479,7613565432712138010,video,yes,no,yes,0,train
480,7613582834342661402,video,yes,no,yes,1,train
481,7613635513626430758,video,yes,no,yes,0,train
482,7613645606951693050,video,yes,no,yes,1,train
483,7613660044462198042,video,yes,no,yes,0,test
484,7613672906510514146,video,yes,no,yes,0,train
485,7613682107390397738,video,yes,no,yes,0,train
486,7613728410774326591,video,yes,no,yes,0,train
487,7613749414859001126,video,yes,no,yes,1,val
488,7613758200718963569,video,yes,no,yes,1,train
489,7613789091473181998,video,yes,no,yes,1,train
490,7613822505429503258,video,yes,no,yes,1,train
491,7613937592368026790,video,yes,no,yes,0,train
492,7613941120212454691,video,yes,no,yes,0,train
493,7614001267475565875,video,yes,no,yes,0,train
494,7614017604756454841,video,yes,no,yes,0,train
495,7614018418856987944,video,yes,no,yes,1,train
496,7614020063171054867,video,yes,no,yes,0,train
497,7614022015325949230,video,yes,no,yes,1,train
498,7614039858742431011,video,yes,no,yes,0,train
499,7614051080132889866,video,yes,no,yes,0,test
500,7614053350010588425,video,yes,no,yes,1,train
501,7614079074364919103,video,yes,no,yes,0,train
502,7614081987866938676,video,yes,no,yes,0,train
503,7614082705227091234,video,yes,no,yes,1,train
504,7614092962129108345,video,yes,no,yes,0,train
505,7614108108792854259,video,yes,no,yes,0,val
506,7614110040382868763,video,yes,no,yes,1,train
507,7614115457397705984,video,yes,no,yes,0,val
508,7614118384406652411,video,yes,no,yes,0,train
509,7614132371868224811,video,yes,no,yes,0,val
510,7614158976423076325,video,yes,no,yes,0,train
511,7614373137706143026,video,yes,no,yes,0,train
512,7614401855683468731,video,yes,no,yes,1,train
513,7614409425726892155,video,yes,no,yes,0,train
514,7614422485593678198,video,yes,no,yes,1,train
515,7614430489247517978,video,yes,no,yes,0,train
516,7614432859713047849,video,yes,no,yes,1,val
517,7614436496161918251,video,yes,no,yes,0,train
518,7614446862703070490,video,yes,no,yes,0,train
519,7614467297915739558,video,yes,no,yes,0,train
520,7614467443469110580,video,yes,no,yes,1,train
521,7614484244270754539,video,yes,no,yes,1,train
522,7614499745645579520,video,yes,no,yes,0,train
523,7614535787702471963,video,yes,no,yes,0,train
524,7614570890772106502,video,yes,no,yes,1,train
525,7614669163394567450,video,yes,no,yes,1,train
526,7614675103560862976,video,yes,no,yes,0,train
527,7614694376580730148,video,yes,no,yes,1,train
528,7614718116787336677,video,yes,no,yes,1,val
529,7614750820315270438,video,yes,no,yes,0,train
530,7614782066630069545,video,yes,no,yes,0,train
531,7614786993381313826,video,yes,no,yes,0,train
532,7614793148442725682,video,yes,no,yes,0,train
533,7614822729681947569,video,yes,no,yes,1,train
534,7614830587006782386,video,yes,no,yes,0,val
535,7614841432151645924,video,yes,no,yes,0,val
536,7614854961185086564,video,yes,no,yes,0,train
537,7614858635864214803,video,yes,no,yes,1,train
538,7614861707122762981,video,yes,no,yes,1,train
539,7614875669134118190,video,yes,no,yes,1,train
540,7615063700684262707,video,yes,no,yes,0,test
541,7615068716622974248,video,yes,no,yes,0,train
542,7615069348633333018,video,yes,no,yes,0,train
543,7615092888829021446,video,yes,no,yes,0,val
544,7615109339958791475,video,yes,no,yes,1,train
545,7615139960122838324,video,yes,no,yes,0,train
546,7615154217435621746,video,yes,no,yes,0,train
547,7615160400543693914,video,yes,no,yes,1,test
548,7615165707873022888,video,yes,no,yes,1,val
549,7615169263850048804,video,yes,no,yes,1,train
550,7615177872927746171,video,yes,no,yes,0,train
551,7615178292052108517,video,yes,no,yes,0,train
552,7615185537460194611,video,yes,no,yes,0,train
553,7615189051318587385,video,yes,no,yes,0,train
554,7615191526385274127,video,yes,no,yes,0,test
555,7615199843393437041,video,yes,no,yes,1,train
556,7615203800814521663,video,yes,no,yes,1,train
557,7615208521521430009,video,yes,no,yes,1,train
558,7615209577532935458,video,yes,no,yes,1,train
559,7615224030290778213,video,yes,no,yes,0,train
560,7615224909756681482,video,yes,no,yes,1,test
561,7615227324790855921,video,yes,no,yes,0,train
562,7615235408997256454,video,yes,no,yes,1,val
563,7615243572002021497,video,yes,no,yes,1,train
564,7615249209026010021,video,yes,no,yes,0,train
565,7615257397350649097,video,yes,no,yes,0,train
566,7615261080255843593,video,yes,no,yes,1,train
567,7615261889374735668,video,yes,no,yes,1,test
568,7615278292190514486,video,yes,no,yes,0,test
569,7615299829115211023,video,yes,no,yes,1,train
570,7615338906040421670,video,yes,no,yes,0,test
571,7615434694180725425,video,yes,no,yes,1,train
572,7615469330578279721,video,yes,no,yes,0,test
573,7615484104284441894,video,yes,no,yes,0,train
574,7615501448062831887,video,yes,no,yes,0,train
575,7615524804971547956,video,yes,no,yes,0,train
576,7615539463104540526,video,yes,no,yes,1,train
577,7615559419643890995,video,yes,no,yes,0,train
578,7615562620485045519,video,yes,no,yes,0,train
579,7615564185119853824,video,yes,no,yes,0,train
