trial_id,run_id,status,val_auc,val_loss,val_accuracy,val_f1,val_precision,val_recall,test_auc,test_f1,learning_rate,weight_decay,dropout,hidden_units,batch_size,epochs,early_stopping_patience,params_json,output_dir,error_message
10,20260520175303,completed,0.8369777777777777,0.46299296617507935,0.7346666666666667,0.6961832061068702,0.6422535211267606,0.76,0.838125925925926,0.7075038284839203,0.0006183930099784308,5.514016752841e-05,0.36996314836329536,"[128, 64, 32]",128,50,10,"{""learning_rate"": 0.0006183930099784308, ""weight_decay"": 5.514016752841e-05, ""dropout"": 0.36996314836329536, ""hidden_units"": [128, 64, 32], ""batch_size"": 128, ""epochs"": 50, ""early_stopping_patience"": 10, ""random_seed"": 2109}",D:\CodeData\Program Coding\ByteDance\RA_PTA\outputs\tuning\dnn\real_raw_5000\20260520_174342\trial_010,
11,20260520175403,completed,0.8330888888888888,0.4588909149169922,0.74,0.7161572052401747,0.6356589147286822,0.82,0.8372518518518519,0.7286135693215339,0.0013859333200040925,0.0004076482524863838,0.24825919919104186,"[256, 128]",128,50,10,"{""learning_rate"": 0.0013859333200040925, ""weight_decay"": 0.0004076482524863838, ""dropout"": 0.24825919919104186, ""hidden_units"": [256, 128], ""batch_size"": 128, ""epochs"": 50, ""early_stopping_patience"": 10, ""random_seed"": 2116}",D:\CodeData\Program Coding\ByteDance\RA_PTA\outputs\tuning\dnn\real_raw_5000\20260520_174342\trial_011,
12,20260520175505,completed,0.831851851851852,0.458566278219223,0.7466666666666667,0.7293447293447294,0.6368159203980099,0.8533333333333334,0.8388888888888889,0.735632183908046,0.002560225788406334,4.489906128893106e-05,0.4444320590887778,"[256, 128]",64,50,10,"{""learning_rate"": 0.002560225788406334, ""weight_decay"": 4.489906128893106e-05, ""dropout"": 0.4444320590887778, ""hidden_units"": [256, 128], ""batch_size"": 64, ""epochs"": 50, ""early_stopping_patience"": 10, ""random_seed"": 2123}",D:\CodeData\Program Coding\ByteDance\RA_PTA\outputs\tuning\dnn\real_raw_5000\20260520_174342\trial_012,
13,20260520175603,completed,0.8325555555555555,0.46079573035240173,0.7493333333333333,0.7235294117647059,0.6473684210526316,0.82,0.836325925925926,0.7232142857142857,0.0002832574472375907,1.527947508127253e-05,0.10341921657109202,"[256, 128]",256,50,10,"{""learning_rate"": 0.0002832574472375907, ""weight_decay"": 1.527947508127253e-05, ""dropout"": 0.10341921657109202, ""hidden_units"": [256, 128], ""batch_size"": 256, ""epochs"": 50, ""early_stopping_patience"": 10, ""random_seed"": 2130}",D:\CodeData\Program Coding\ByteDance\RA_PTA\outputs\tuning\dnn\real_raw_5000\20260520_174342\trial_013,
14,20260520175705,completed,0.8431037037037037,0.45519593358039856,0.7586666666666667,0.7286356821589205,0.662125340599455,0.81,0.8376370370370372,0.715372907153729,0.0013917854917016655,0.004627284202457245,0.24239551904839718,"[128, 64, 32]",64,50,10,"{""learning_rate"": 0.0013917854917016655, ""weight_decay"": 0.004627284202457245, ""dropout"": 0.24239551904839718, ""hidden_units"": [128, 64, 32], ""batch_size"": 64, ""epochs"": 50, ""early_stopping_patience"": 10, ""random_seed"": 2137}",D:\CodeData\Program Coding\ByteDance\RA_PTA\outputs\tuning\dnn\real_raw_5000\20260520_174342\trial_014,
15,20260520175804,completed,0.8397777777777777,0.462622731924057,0.7466666666666667,0.6854304635761589,0.680921052631579,0.69,0.8419333333333334,0.7043189368770764,0.005666324070487916,4.4694272821532004e-05,0.19005693700886078,"[256, 128]",128,50,10,"{""learning_rate"": 0.005666324070487916, ""weight_decay"": 4.4694272821532004e-05, ""dropout"": 0.19005693700886078, ""hidden_units"": [256, 128], ""batch_size"": 128, ""epochs"": 50, ""early_stopping_patience"": 10, ""random_seed"": 2144}",D:\CodeData\Program Coding\ByteDance\RA_PTA\outputs\tuning\dnn\real_raw_5000\20260520_174342\trial_015,
16,20260520175905,completed,0.8404592592592591,0.45681580901145935,0.7506666666666667,0.7170953101361573,0.6565096952908587,0.79,0.8406444444444444,0.7155963302752294,0.0015701420124772216,0.00247621075899314,0.33520197604032176,"[128, 64]",256,50,10,"{""learning_rate"": 0.0015701420124772216, ""weight_decay"": 0.00247621075899314, ""dropout"": 0.33520197604032176, ""hidden_units"": [128, 64], ""batch_size"": 256, ""epochs"": 50, ""early_stopping_patience"": 10, ""random_seed"": 2151}",D:\CodeData\Program Coding\ByteDance\RA_PTA\outputs\tuning\dnn\real_raw_5000\20260520_174342\trial_016,
17,20260520180004,completed,0.8279185185185185,0.4633195698261261,0.736,0.717948717948718,0.6268656716417911,0.84,0.8339111111111112,0.7317073170731707,0.0012425387245409536,0.0012049851906967136,0.35372989769701646,"[128, 64, 32]",256,50,10,"{""learning_rate"": 0.0012425387245409536, ""weight_decay"": 0.0012049851906967136, ""dropout"": 0.35372989769701646, ""hidden_units"": [128, 64, 32], ""batch_size"": 256, ""epochs"": 50, ""early_stopping_patience"": 10, ""random_seed"": 2158}",D:\CodeData\Program Coding\ByteDance\RA_PTA\outputs\tuning\dnn\real_raw_5000\20260520_174342\trial_017,
18,20260520180104,completed,0.8336074074074074,0.46073001623153687,0.748,0.7114503816793893,0.6563380281690141,0.7766666666666666,0.8335407407407408,0.7125382262996942,0.006419650235738952,0.00021303470810035447,0.40152981447226277,"[128, 64]",128,50,10,"{""learning_rate"": 0.006419650235738952, ""weight_decay"": 0.00021303470810035447, ""dropout"": 0.40152981447226277, ""hidden_units"": [128, 64], ""batch_size"": 128, ""epochs"": 50, ""early_stopping_patience"": 10, ""random_seed"": 2165}",D:\CodeData\Program Coding\ByteDance\RA_PTA\outputs\tuning\dnn\real_raw_5000\20260520_174342\trial_018,
19,20260520180204,completed,0.8355259259259259,0.4579195976257324,0.7453333333333333,0.7195301027900147,0.6430446194225722,0.8166666666666667,0.8381037037037037,0.7320644216691069,0.009989156675663679,0.007446118255883797,0.1636975017832466,"[128, 64, 32]",64,50,10,"{""learning_rate"": 0.009989156675663679, ""weight_decay"": 0.007446118255883797, ""dropout"": 0.1636975017832466, ""hidden_units"": [128, 64, 32], ""batch_size"": 64, ""epochs"": 50, ""early_stopping_patience"": 10, ""random_seed"": 2172}",D:\CodeData\Program Coding\ByteDance\RA_PTA\outputs\tuning\dnn\real_raw_5000\20260520_174342\trial_019,
