video_id,page_url,author_id,author_name,author_profile_url,desc_text,publish_time_raw,publish_time_std,like_count_raw,comment_count_raw,share_count_raw,like_count,comment_count,share_count,collect_count,hashtag_list,hashtag_count,cover_url,music_name,duration_sec,source_entry,match_type,confidence,selected_reason,is_primary_match,matched_object_id,crawl_time
7611847988500125605,https://www.douyin.com/video/7611847988500125605,251114195005709,黑泡泡频道,https://www.douyin.com/user/self?from_nav=1,霉霉和侃爷的beef档案#taylorswift #kanye #霉霉 #音乐 #来汽水听宝藏歌单,0,,127924,2161,9138,194,,9138,,"['taylorswift', 'kanye', '霉霉', '音乐', '来汽水听宝藏歌单']",5,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777496400&x-signature=M92yPXo4sxZZHb3O4HmYPeR6Jzo%3D&from=327834062,,,manual_url,exact,high,exact_video_id_match,True,7611847988500125605,2026-04-16 05:30:56.448817
7620436399171860106,https://www.douyin.com/video/7620436399171860106,3963081242190607,天才小澜,https://www.douyin.com/user/self?from_nav=1,{},0,,2536,36,36,874,,,,"['王者万象棋终测开启', '王者万象棋']",2,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777496400&x-signature=M92yPXo4sxZZHb3O4HmYPeR6Jzo%3D&from=327834062,,,manual_url,none,low,,False,,2026-04-16 05:31:04.495997
7626740327148117611,https://www.douyin.com/video/7626740327148117611,2277841665529404,亲切的拓子,https://www.douyin.com/user/self?from_nav=1,找对象，一定要会看着六点 #颜值遗传,0,,659,43,219,222,,,,['颜值遗传'],1,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777496400&x-signature=M92yPXo4sxZZHb3O4HmYPeR6Jzo%3D&from=327834062,,,manual_url,exact,high,exact_video_id_match,True,7626740327148117611,2026-04-16 05:31:12.402191
7624522301232418083,https://www.douyin.com/video/7624522301232418083,96380964853,英语Snow老师,https://www.douyin.com/user/self?from_nav=1,,0,,58296,495,4976,472,,,,[],0,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777496400&x-signature=M92yPXo4sxZZHb3O4HmYPeR6Jzo%3D&from=327834062,,,manual_url,exact,high,exact_video_id_match,True,7624522301232418083,2026-04-16 05:31:20.100839
7626377731357314314,https://www.douyin.com/video/7626377731357314314,1953147207297198,庭院小懒猫,https://www.douyin.com/user/self?from_nav=1,就这么一不小心学会了！该死！#爱说英语的福安 #英语听力 #学英语有方法 #青年创作者成长计划 #英语课,1775731987,,6241,671,13757,818,671,13757,,[],0,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777496400&x-signature=M92yPXo4sxZZHb3O4HmYPeR6Jzo%3D&from=327834062,,,manual_url,exact,high,exact_video_id_match,True,7626377731357314314,2026-04-16 05:31:28.302219
7628617795365915955,https://www.douyin.com/video/7628617795365915955,1344052127339097,｜珊瑚🪸,https://www.douyin.com/user/self?from_nav=1,"Easy Nature English | Describe the World Around You (Comprehensible Input Vlog)
#volkaenglish  #英语  #英语学习  #英语母语者  #英语口语",1776287664,,0,50,481,8998,,6023106020801115014391606,,[],0,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777496400&x-signature=M92yPXo4sxZZHb3O4HmYPeR6Jzo%3D&from=327834062,,,manual_url,exact,high,exact_video_id_match,True,7628617795365915955,2026-04-16 05:31:38.396926
7605752547445411106,https://www.douyin.com/video/7605752547445411106,1014180958446636,做宁的书虫,https://www.douyin.com/user/self?from_nav=1,今年最后一次大制作，熬了4个大夜，为你深度解读“人这一生不能不读的世界名著”第6期：《堂吉诃德》。我们有梦，就大胆地去做梦吧。做那个挑战风车的傻子，鲁莽也比怯懦更接近勇敢。虽然迄今所有的人生都大写着失败，但不妨碍我们继续向前！因为，理想主义永远不会被现实招安。要看一个人有没有被生活打败，那就看他还会不会做梦，做那些年少轻狂的梦。梦到那个不顾一切想要去改变世界、想要挑战不可能、想要为了理想撞得头破血流也不回头的自己。相信人活着不应该只是为了自己吃饱穿暖，还应该为了某种超越个人的东西而活。#抖音年味新知贺岁  #马年说马事 #马年知识已经安排上了 #读书 #好书分享,0,,59478,792,4477,,,,,"['抖音年味新知贺岁', '马年说马事', '马年知识已经安排上了', '读书', '好书分享']",5,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777496400&x-signature=M92yPXo4sxZZHb3O4HmYPeR6Jzo%3D&from=327834062,,,manual_url,exact,high,exact_video_id_match,True,7605752547445411106,2026-04-16 05:31:48.315165
7604675047747259658,https://www.douyin.com/video/7604675047747259658,96053920417,小白debug,https://www.douyin.com/user/self?from_nav=1,跟MCP|Workflow|Command|Prompt有什么关系？ #程序员 #编程 #MCP #ai新星计划  #抖音年味新知贺岁,0,,37426,790,6955,130,,6955,,"['程序员', '编程', 'MCP', 'ai新星计划', '抖音年味新知贺岁']",5,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777496400&x-signature=M92yPXo4sxZZHb3O4HmYPeR6Jzo%3D&from=327834062,,,manual_url,exact,high,exact_video_id_match,True,7604675047747259658,2026-04-16 05:31:57.565006
7613765506755087656,https://www.douyin.com/video/7613765506755087656,320685705805171,灰石先生,https://www.douyin.com/user/self?from_nav=1,"Windows系统+接入飞书，手把手带你避坑
如果想看mac版/云端版OpenClaw安装教程，欢迎留言！
#AI新星计划 #OpenClaw #AI #人工智能",1773060048,,629,15556,69323,147,,69323,,[],0,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777496400&x-signature=M92yPXo4sxZZHb3O4HmYPeR6Jzo%3D&from=327834062,,,manual_url,exact,high,exact_video_id_match,True,7613765506755087656,2026-04-16 05:32:10.808961
7627031724655922484,https://www.douyin.com/video/7627031724655922484,1201115480466887,郝奕会客厅,https://www.douyin.com/user/self?from_nav=1,#郝奕会客厅 #法医 #刘良 #访谈 #视频播客扶持计划,0,,1428094,33,707748,825,,,,"['郝奕会客厅', '法医', '刘良', '访谈', '视频播客扶持计划']",5,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777496400&x-signature=M92yPXo4sxZZHb3O4HmYPeR6Jzo%3D&from=327834062,,,manual_url,exact,high,exact_video_id_match,True,7627031724655922484,2026-04-16 05:32:22.972584
7621141530262179099,https://www.douyin.com/video/7621141530262179099,84492244869,papi酱,https://www.douyin.com/user/self?from_nav=1,#飞书 #安克AI录音豆,0,,939956,18836,663639,,,,,"['飞书', '安克AI录音豆']",2,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777496400&x-signature=M92yPXo4sxZZHb3O4HmYPeR6Jzo%3D&from=327834062,,,manual_url,exact,high,exact_video_id_match,True,7621141530262179099,2026-04-16 05:32:40.620856
7617896380653066853,https://www.douyin.com/video/7617896380653066853,7530180022875784251,南瓜资本,https://www.douyin.com/user/self?from_nav=1,有时候很抱歉自己为什么不是一个很厉害的、可以立刻给出很好建议的人#废话连篇系列 #INFP #考研,0,,3840,139,327,,,,,"['废话连篇系列', 'infp', '考研']",3,https://p9-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777496400&x-signature=94c09tBPPdvX4utvmAXHNqbSX%2BM%3D&from=327834062,,,manual_url,exact,high,exact_video_id_match,True,7617896380653066853,2026-04-16 05:32:52.348351
7625845207048719657,https://www.douyin.com/video/7625845207048719657,1213493492849592,Jason在中国,https://www.douyin.com/user/self?from_nav=1,#中外对比 #高铁 #老外在中国 #中国基建 #英国火车,0,,39557,934,1701,,,,,"['中外对比', '高铁', '老外在中国', '中国基建', '英国火车']",5,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777496400&x-signature=M92yPXo4sxZZHb3O4HmYPeR6Jzo%3D&from=327834062,,,manual_url,exact,high,exact_video_id_match,True,7625845207048719657,2026-04-16 05:33:09.441735
7599230984264879375,https://www.douyin.com/video/7599230984264879375,9535231a-0244-05c3-6e6a-441e213c93cf,我的,https://www.douyin.com/user/self?from_nav=1,PC Tab,1776288206157,,,,,,,,,[],0,https://lf-douyin-pc-web.douyinstatic.com/obj/douyin-pc-web/ies/douyin_web/media/jxWeakBtnBg.4825674cf3b03409.png,,,manual_url,none,low,,False,,2026-04-16 05:33:21.408727
7627399396702850340,https://www.douyin.com/video/7627399396702850340,1090355730318606,姜Dora在此,https://www.douyin.com/user/self?from_nav=1,#搞钱#唯品会419特卖节#我的春日搭子#姜Dora,0,,330270,5091,100164,1995,,3,,"['搞钱', '唯品会419特卖节', '我的春日搭子', '姜Dora']",4,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777496400&x-signature=M92yPXo4sxZZHb3O4HmYPeR6Jzo%3D&from=327834062,,,manual_url,exact,high,exact_video_id_match,True,7627399396702850340,2026-04-16 05:33:28.096374
7626773012901598607,https://www.douyin.com/video/7626773012901598607,2963879239094627,第二内核,https://www.douyin.com/user/self?from_nav=1,烂系统不会变好，你先别把命赔进去！教你三招清醒套利。 #职场真相 #老板思维 #人性博弈 #搞钱逻辑 #狠人进化论,0,,1084,47,522,28,,102,,"['职场真相', '老板思维', '人性博弈', '搞钱逻辑', '狠人进化论']",5,https://p9-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777496400&x-signature=94c09tBPPdvX4utvmAXHNqbSX%2BM%3D&from=327834062,,,manual_url,exact,high,exact_video_id_match,True,7626773012901598607,2026-04-16 05:34:05.480358
7597053646329131242,https://www.douyin.com/video/7597053646329131242,4119229776804686,TracyGogogo,https://www.douyin.com/user/self?from_nav=1,"因为工作后发现每天只有3小时…
#认知分享 #女性智慧 #情感共鸣 #成长哲学 #打工人",0,,14603,365,1248,,,,,"['认知分享', '女性智慧', '情感共鸣', '成长哲学', '打工人']",5,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777496400&x-signature=M92yPXo4sxZZHb3O4HmYPeR6Jzo%3D&from=327834062,,,manual_url,exact,high,exact_video_id_match,True,7597053646329131242,2026-04-16 05:34:40.529031
7601749398872443108,https://www.douyin.com/video/7601749398872443108,576620336787495,S.Y🐋,https://www.douyin.com/user/self?from_nav=1,{},1771063323,,1,2300,6125,1251,,48022804310633,,[],0,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777496400&x-signature=M92yPXo4sxZZHb3O4HmYPeR6Jzo%3D&from=327834062,,,manual_url,exact,high,exact_video_id_match,True,7601749398872443108,2026-04-16 05:35:06.256389
7599148871897353481,https://www.douyin.com/video/7599148871897353481,2622781355985863,3Blue1Brown,https://www.douyin.com/user/self?from_nav=1,#Transformer #大模型 #LLM #神经网络 #知识前沿派对,0,,5401,31,604,,,,,"['Transformer', '大模型', 'LLM', '神经网络', '知识前沿派对']",5,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777496400&x-signature=M92yPXo4sxZZHb3O4HmYPeR6Jzo%3D&from=327834062,,,manual_url,exact,high,exact_video_id_match,True,7599148871897353481,2026-04-16 05:35:43.814014
7627073101414649151,https://www.douyin.com/video/7627073101414649151,297310709624282,影鹿（叫我小鹿）,https://www.douyin.com/user/self?from_nav=1,希望大数据推给更多的女性和有需求的朋友#女性 #深度解析 #孙俪,0,,56379,2756,15595,1258,,15595,,"['女性', '深度解析', '孙俪']",3,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777496400&x-signature=M92yPXo4sxZZHb3O4HmYPeR6Jzo%3D&from=327834062,,,manual_url,exact,high,exact_video_id_match,True,7627073101414649151,2026-04-16 05:36:19.610400
